accession	seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
CP089317	ENA|CP089317|CP089317.1|provirus_1604931_1690030	85100	Provirus	1604931-1690030	107	11	0.9213	NA	35	89.5469	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP089318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP089506	ENA|CP089506|CP089506.1|provirus_92242_134700	42459	Provirus	92242-134700	65	11	0.9823	NA	14	96.0938	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP089506	ENA|CP089506|CP089506.1|provirus_1063962_1108260	44299	Provirus	1063962-1108260	64	11	0.9798	NA	12	95.8413	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP089506	ENA|CP089506|CP089506.1|provirus_552999_604474	51476	Provirus	552999-604474	72	11	0.9770	NA	11	98.9358	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP089506	ENA|CP089506|CP089506.1|provirus_1_32024	32024	Provirus	1-32024	29	11	0.9719	NA	8	32.5601	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP089506	ENA|CP089506|CP089506.1|provirus_2982376_3010527	28152	Provirus	2982376-3010527	47	11	0.9657	NA	2	52.5296	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP089506	ENA|CP089506|CP089506.1|provirus_1826397_1842510	16114	Provirus	1826397-1842510	23	11	0.9535	NA	1	18.3576	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP089592	ENA|CP089592|CP089592.1|provirus_2668147_2705165	37019	Provirus	2668147-2705165	52	11	0.9675	NA	17	56.8390	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP089592	ENA|CP089592|CP089592.1|provirus_2152768_2288253	135486	Provirus	2152768-2288253	196	11	0.9419	NA	9	155.2108	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP089592	ENA|CP089592|CP089592.1|provirus_1325169_1353211	28043	Provirus	1325169-1353211	37	11	0.9331	NA	16	43.6992	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP089771	ENA|CP089771|CP089771.1|provirus_2296170_2341171	45002	Provirus	2296170-2341171	71	11	0.9777	NA	14	91.5745	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP089771	ENA|CP089771|CP089771.1|provirus_4920049_4939539	19491	Provirus	4920049-4939539	23	11	0.9703	NA	1	17.9946	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP089771	ENA|CP089771|CP089771.1|provirus_3420114_3457861	37748	Provirus	3420114-3457861	50	11	0.9693	NA	17	56.9017	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP089794	ENA|CP089794|CP089794.1|provirus_664068_693970	29903	Provirus	664068-693970	38	11	0.9775	NA	16	53.9639	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP089794	ENA|CP089794|CP089794.1|provirus_1461857_1507642	45786	Provirus	1461857-1507642	69	11	0.9744	NA	12	81.3897	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP089794	ENA|CP089794|CP089794.1|provirus_4414299_4434752	20454	Provirus	4414299-4434752	24	11	0.9669	NA	11	28.2780	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP089794	ENA|CP089794|CP089794.1|provirus_475315_492873	17559	Provirus	475315-492873	27	11	0.9621	NA	7	22.0709	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP089874	ENA|CP089874|CP089874.1|provirus_1835003_1883203	48201	Provirus	1835003-1883203	68	11	0.9814	NA	18	87.1820	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP089874	ENA|CP089874|CP089874.1|provirus_2973149_3023568	50420	Provirus	2973149-3023568	67	11	0.9768	NA	14	75.1957	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP089875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP089876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP089930	ENA|CP089930|CP089930.1|provirus_2202856_2220029	17174	Provirus	2202856-2220029	21	11	0.9726	NA	12	27.6832	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP089930	ENA|CP089930|CP089930.1|provirus_3960229_4010467	50239	Provirus	3960229-4010467	60	11	0.9682	NA	16	62.9658	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP089930	ENA|CP089930|CP089930.1|provirus_3_39997	39995	Provirus	3-39997	57	11	0.9666	NA	17	54.8233	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP089930	ENA|CP089930|CP089930.1|provirus_866518_878675	12158	Provirus	866518-878675	20	11	0.9176	NA	1	8.8148	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP089948	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP089949	ENA|CP089949|CP089949.1|provirus_1469350_1511521	42172	Provirus	1469350-1511521	60	11	0.9825	NA	5	82.9072	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP089949	ENA|CP089949|CP089949.1|provirus_25312_77256	51945	Provirus	25312-77256	64	11	0.9687	NA	11	80.7127	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP089959	ENA|CP089959|CP089959.1|provirus_3013423_3071676	58254	Provirus	3013423-3071676	62	11	0.9575	NA	7	58.3112	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP089960	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP089961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP089986	ENA|CP089986|CP089986.1|provirus_1766875_1809564	42690	Provirus	1766875-1809564	42	11	0.9773	NA	17	49.6154	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP089986	ENA|CP089986|CP089986.1|provirus_2966640_3019103	52464	Provirus	2966640-3019103	62	11	0.9727	NA	14	71.2710	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP089986	ENA|CP089986|CP089986.1|provirus_3144249_3185515	41267	Provirus	3144249-3185515	46	11	0.9657	NA	15	42.9383	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP089987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP089988	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP090001	ENA|CP090001|CP090001.1|provirus_1050488_1093276	42789	Provirus	1050488-1093276	62	11	0.9820	NA	14	91.0976	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090001	ENA|CP090001|CP090001.1|provirus_1295859_1303077	7219	Provirus	1295859-1303077	16	11	0.8641	NA	1	13.1475	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP090028	ENA|CP090028|CP090028.1|provirus_2730669_2774777	44109	Provirus	2730669-2774777	60	11	0.9777	NA	14	72.0211	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090028	ENA|CP090028|CP090028.1|provirus_2811219_2846135	34917	Provirus	2811219-2846135	42	11	0.9687	NA	17	39.9481	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090028	ENA|CP090028|CP090028.1|provirus_1296099_1314529	18431	Provirus	1296099-1314529	19	11	0.9482	NA	10	24.6064	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090137	ENA|CP090137|CP090137.1|provirus_4264995_4285364	20370	Provirus	4264995-4285364	24	11	0.9596	NA	11	28.8149	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP090139	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP090140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP090182	ENA|CP090182|CP090182.1|provirus_1729135_1771089	41955	Provirus	1729135-1771089	62	11	0.9662	NA	17	71.1988	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090182	ENA|CP090182|CP090182.1|provirus_1265123_1314582	49460	Provirus	1265123-1314582	75	11	0.9635	NA	8	85.9380	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090182	ENA|CP090182|CP090182.1|provirus_2658152_2723538	65387	Provirus	2658152-2723538	81	11	0.9449	NA	11	67.3789	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090182	ENA|CP090182|CP090182.1|provirus_2892530_2952936	60407	Provirus	2892530-2952936	82	11	0.9255	NA	3	60.2674	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP090244	ENA|CP090244|CP090244.1|provirus_2001540_2046696	45157	Provirus	2001540-2046696	62	11	0.9773	NA	17	80.8216	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090244	ENA|CP090244|CP090244.1|provirus_4457318_4489715	32398	Provirus	4457318-4489715	47	11	0.9768	NA	20	52.4403	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090244	ENA|CP090244|CP090244.1|provirus_3950916_3981266	30351	Provirus	3950916-3981266	36	11	0.9717	NA	14	51.9165	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090244	ENA|CP090244|CP090244.1|provirus_3474930_3492286	17357	Provirus	3474930-3492286	18	11	0.9441	NA	10	22.8881	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090348	ENA|CP090348|CP090348.1|provirus_5341592_5349636	8045	Provirus	5341592-5349636	14	11	0.9710	NA	2	12.4545	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae
CP090348	ENA|CP090348|CP090348.1|provirus_2536654_2590812	54159	Provirus	2536654-2590812	71	11	0.9650	NA	19	77.9316	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090348	ENA|CP090348|CP090348.1|provirus_3109898_3143427	33530	Provirus	3109898-3143427	50	11	0.9622	NA	14	45.3002	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae
CP090348	ENA|CP090348|CP090348.1|provirus_673845_694073	20229	Provirus	673845-694073	27	11	0.9559	NA	9	32.9767	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090386	ENA|CP090386|CP090386.1|provirus_982910_992844	9935	Provirus	982910-992844	14	11	0.9369	NA	2	10.5421	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090387	ENA|CP090387|CP090387.1|provirus_1874499_1907982	33484	Provirus	1874499-1907982	53	11	0.9691	NA	18	57.8214	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP090399	ENA|CP090399|CP090399.1|provirus_1127534_1139755	12222	Provirus	1127534-1139755	20	11	0.9017	NA	2	11.6137	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP090535	ENA|CP090535|CP090535.1|provirus_669121_699025	29905	Provirus	669121-699025	38	11	0.9787	NA	15	53.9287	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090535	ENA|CP090535|CP090535.1|provirus_1277066_1326836	49771	Provirus	1277066-1326836	57	11	0.9776	NA	22	69.6991	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090535	ENA|CP090535|CP090535.1|provirus_1969392_2011343	41952	Provirus	1969392-2011343	61	11	0.9768	NA	20	76.9762	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090535	ENA|CP090535|CP090535.1|provirus_2950105_2989157	39053	Provirus	2950105-2989157	48	11	0.9700	NA	13	50.6002	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090535	ENA|CP090535|CP090535.1|provirus_4562618_4583037	20420	Provirus	4562618-4583037	24	11	0.9668	NA	11	28.2780	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090535	ENA|CP090535|CP090535.1|provirus_1709104_1723360	14257	Provirus	1709104-1723360	14	11	0.9522	NA	4	11.3489	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090535	ENA|CP090535|CP090535.1|provirus_2125758_2131899	6142	Provirus	2125758-2131899	9	11	0.9147	NA	2	8.6573	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090536	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP090537	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP090538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP090607	ENA|CP090607|CP090607.1|provirus_3497177_3537348	40172	Provirus	3497177-3537348	58	11	0.9757	NA	17	69.3914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090607	ENA|CP090607|CP090607.1|provirus_2940097_2992062	51966	Provirus	2940097-2992062	80	11	0.9730	NA	12	86.6324	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090607	ENA|CP090607|CP090607.1|provirus_2686990_2723818	36829	Provirus	2686990-2723818	52	11	0.9670	NA	16	53.5783	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090607	ENA|CP090607|CP090607.1|provirus_1634925_1654513	19589	Provirus	1634925-1654513	27	11	0.9547	NA	3	16.6557	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090607	ENA|CP090607|CP090607.1|provirus_1339025_1395460	56436	Provirus	1339025-1395460	82	11	0.9495	NA	10	73.5797	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090649	ENA|CP090649|CP090649.1|provirus_4934049_4980513	46465	Provirus	4934049-4980513	72	11	0.9744	NA	19	77.0792	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090649	ENA|CP090649|CP090649.1|provirus_6102450_6141016	38567	Provirus	6102450-6141016	52	11	0.9730	NA	14	66.3440	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090649	ENA|CP090649|CP090649.1|provirus_3742331_3807459	65129	Provirus	3742331-3807459	63	11	0.9729	NA	8	72.2793	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090649	ENA|CP090649|CP090649.1|provirus_3339729_3378949	39221	Provirus	3339729-3378949	52	11	0.9671	NA	18	56.5490	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090649	ENA|CP090649|CP090649.1|provirus_4644701_4664780	20080	Provirus	4644701-4664780	24	11	0.9581	NA	2	19.0780	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090649	ENA|CP090649|CP090649.1|provirus_681948_714304	32357	Provirus	681948-714304	41	11	0.9434	NA	21	51.3884	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090649	ENA|CP090649|CP090649.1|provirus_4431815_4443477	11663	Provirus	4431815-4443477	15	11	0.9312	NA	1	11.2732	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae
CP090650	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP090651	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP090792	ENA|CP090792|CP090792.1|provirus_1259376_1304491	45116	Provirus	1259376-1304491	69	11	0.9779	NA	11	69.4058	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090792	ENA|CP090792|CP090792.1|provirus_3648768_3678263	29496	Provirus	3648768-3678263	41	11	0.9777	NA	19	52.5648	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090792	ENA|CP090792|CP090792.1|provirus_3574944_3615906	40963	Provirus	3574944-3615906	48	11	0.9774	NA	15	56.7915	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090792	ENA|CP090792|CP090792.1|provirus_1958822_2007528	48707	Provirus	1958822-2007528	67	11	0.9772	NA	20	81.9100	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090792	ENA|CP090792|CP090792.1|provirus_2949343_2989742	40400	Provirus	2949343-2989742	46	11	0.9691	NA	9	53.2625	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090792	ENA|CP090792|CP090792.1|provirus_4463646_4478427	14782	Provirus	4463646-4478427	21	11	0.9659	NA	7	18.8625	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090793	ENA|CP090793|CP090793.1|provirus_31625_138673	107049	Provirus	31625-138673	122	11	0.9664	NA	14	84.8615	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP090795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP090796	ENA|CP090796|CP090796.1|provirus_2744711_2782583	37873	Provirus	2744711-2782583	49	11	0.9807	NA	21	65.2913	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090796	ENA|CP090796|CP090796.1|provirus_2359173_2412293	53121	Provirus	2359173-2412293	64	11	0.9738	NA	20	63.1180	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP090798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP090799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP090881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP090882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP090884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP090885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP090886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP090887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP090888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP090908	ENA|CP090908|CP090908.1|provirus_2028285_2072966	44682	Provirus	2028285-2072966	58	11	0.9767	NA	17	75.2822	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090908	ENA|CP090908|CP090908.1|provirus_3552124_3638458	86335	Provirus	3552124-3638458	125	11	0.9721	NA	36	117.3231	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090908	ENA|CP090908|CP090908.1|provirus_3276978_3314924	37947	Provirus	3276978-3314924	47	11	0.9662	NA	20	47.0244	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090908	ENA|CP090908|CP090908.1|provirus_2168677_2214507	45831	Provirus	2168677-2214507	67	11	0.9648	NA	21	69.3942	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090908	ENA|CP090908|CP090908.1|provirus_3702265_3718995	16731	Provirus	3702265-3718995	18	11	0.9525	NA	10	22.8881	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090931	ENA|CP090931|CP090931.1|provirus_2970228_3010600	40373	Provirus	2970228-3010600	59	11	0.9806	NA	14	80.4250	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090931	ENA|CP090931|CP090931.1|provirus_3480917_3519278	38362	Provirus	3480917-3519278	49	11	0.9701	NA	23	51.7263	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090931	ENA|CP090931|CP090931.1|provirus_465511_481614	16104	Provirus	465511-481614	25	11	0.9662	NA	7	22.6027	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP090932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP090933	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP090934	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP090935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP090936	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP090937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP090938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP090939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP091018	ENA|CP091018|CP091018.1|provirus_2202329_2253543	51215	Provirus	2202329-2253543	72	11	0.9767	NA	11	84.2437	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP091018	ENA|CP091018|CP091018.1|provirus_3497306_3540865	43560	Provirus	3497306-3540865	57	11	0.9735	NA	10	67.8016	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP091018	ENA|CP091018|CP091018.1|provirus_2921152_2962000	40849	Provirus	2921152-2962000	60	11	0.9730	NA	13	69.1965	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP091018	ENA|CP091018|CP091018.1|provirus_2743782_2833164	89383	Provirus	2743782-2833164	146	11	0.9716	NA	26	129.6840	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP091018	ENA|CP091018|CP091018.1|provirus_3228180_3256437	28258	Provirus	3228180-3256437	44	11	0.9701	NA	7	50.1039	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP091018	ENA|CP091018|CP091018.1|provirus_4419129_4440132	21004	Provirus	4419129-4440132	34	11	0.9690	NA	9	33.4353	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP091018	ENA|CP091018|CP091018.1|provirus_3398064_3418318	20255	Provirus	3398064-3418318	23	11	0.9688	NA	7	23.6101	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP091018	ENA|CP091018|CP091018.1|provirus_1810977_1820482	9506	Provirus	1810977-1820482	15	11	0.9648	NA	2	13.1003	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP091018	ENA|CP091018|CP091018.1|provirus_1642271_1663081	20811	Provirus	1642271-1663081	31	11	0.9633	NA	3	33.9731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP091018	ENA|CP091018|CP091018.1|provirus_3768251_3808339	40089	Provirus	3768251-3808339	52	11	0.9510	NA	10	42.8901	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP091018	ENA|CP091018|CP091018.1|provirus_1268225_1323329	55105	Provirus	1268225-1323329	68	11	0.9454	NA	18	65.1508	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP091018	ENA|CP091018|CP091018.1|provirus_1890532_1913803	23272	Provirus	1890532-1913803	40	11	0.9408	NA	3	32.0021	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP091018	ENA|CP091018|CP091018.1|provirus_1595842_1619290	23449	Provirus	1595842-1619290	25	11	0.9392	NA	4	14.2347	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP091018	ENA|CP091018|CP091018.1|provirus_2510227_2543735	33509	Provirus	2510227-2543735	47	11	0.9107	NA	6	31.3739	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP091019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP091044	ENA|CP091044|CP091044.1|provirus_3381722_3429445	47724	Provirus	3381722-3429445	72	11	0.9786	NA	11	86.0244	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP091044	ENA|CP091044|CP091044.1|provirus_3090420_3136713	46294	Provirus	3090420-3136713	68	11	0.9785	NA	9	80.8519	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP091044	ENA|CP091044|CP091044.1|provirus_1363732_1405396	41665	Provirus	1363732-1405396	56	11	0.9783	NA	9	73.6475	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP091044	ENA|CP091044|CP091044.1|provirus_3694064_3739650	45587	Provirus	3694064-3739650	64	11	0.9725	NA	20	76.1533	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP091044	ENA|CP091044|CP091044.1|provirus_3643185_3683133	39949	Provirus	3643185-3683133	59	11	0.9714	NA	18	62.0581	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP091044	ENA|CP091044|CP091044.1|provirus_373820_407964	34145	Provirus	373820-407964	50	11	0.9705	NA	20	60.8340	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP091044	ENA|CP091044|CP091044.1|provirus_2920587_2964518	43932	Provirus	2920587-2964518	66	11	0.9696	NA	21	79.1124	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP091044	ENA|CP091044|CP091044.1|provirus_1919478_1958764	39287	Provirus	1919478-1958764	65	11	0.9687	NA	19	65.6048	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP091044	ENA|CP091044|CP091044.1|provirus_2442581_2496727	54147	Provirus	2442581-2496727	63	11	0.9623	NA	15	58.9192	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP091044	ENA|CP091044|CP091044.1|provirus_2708182_2723289	15108	Provirus	2708182-2723289	18	11	0.9507	NA	1	12.8041	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP091045	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP091046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP091047	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP091122	ENA|CP091122|CP091122.1|provirus_4355343_4388591	33249	Provirus	4355343-4388591	42	11	0.9739	NA	20	48.4060	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP091122	ENA|CP091122|CP091122.1|provirus_1668658_1702903	34246	Provirus	1668658-1702903	39	11	0.9695	NA	15	51.0299	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
