accession	seq_name	amidase_count	lysozyme_count	total_count
OX460938.1_virus_genes.tsv	ENA|OX460938|OX460938.1|provirus_609082_667691	1	0	1
CP141537.1_virus_genes.tsv	ENA|CP141537|CP141537.1|provirus_2088155_2139745	1	1	2
CP047275.1_virus_genes.tsv	ENA|CP047275|CP047275.1|provirus_2983939_3014744	1	1	2
CP033092.2_virus_genes.tsv	ENA|CP033092|CP033092.2|provirus_1217498_1258983	0	0	0
CP197312.1_virus_genes.tsv	ENA|CP197312|CP197312.1|provirus_1065335_1079008	0	0	0
CP007669.1_virus_genes.tsv	ENA|CP007669|CP007669.1|provirus_1026551_1051546	0	0	0
CP141754.1_virus_genes.tsv	ENA|CP141754|CP141754.1|provirus_1821779_1870818	0	0	0
CP126792.1_virus_genes.tsv	ENA|CP126792|CP126792.1|provirus_1171660_1221163	0	0	0
CP063294.1_virus_genes.tsv	ENA|CP063294|CP063294.1|provirus_2013868_2020009	0	0	0
CP116773.1_virus_genes.tsv	ENA|CP116773|CP116773.1|provirus_1353842_1393139	0	0	0
CP016504.1_virus_genes.tsv	ENA|CP016504|CP016504.1|provirus_2331677_2345933	0	0	0
CP135809.1_virus_genes.tsv	ENA|CP135809|CP135809.1|provirus_416415_469571	2	1	3
AP023292.1_virus_genes.tsv	ENA|AP023292|AP023292.1|provirus_2913315_2952367	1	1	2
CP171674.1_virus_genes.tsv	ENA|CP171674|CP171674.1|provirus_748187_782536	1	1	2
CP067339.1_virus_genes.tsv	ENA|CP067339|CP067339.1|provirus_1229276_1280389	1	1	2
CP054844.1_virus_genes.tsv	ENA|CP054844|CP054844.1|provirus_4648222_4671271	0	0	0
AP019394.1_virus_genes.tsv	ENA|AP019394|AP019394.1|provirus_1170836_1211164	0	0	0
CP011572.1_virus_genes.tsv	ENA|CP011572|CP011572.1|provirus_3170296_3201978	1	1	2
LT592161.1_virus_genes.tsv	ENA|LT592161|LT592161.1|provirus_567120_605792	0	0	0
CM128866.1_virus_genes.tsv	ENA|CM128866|CM128866.1|provirus_2166138_2197546	1	1	2
CP066653.1_virus_genes.tsv	ENA|CP066653|CP066653.1|provirus_1741357_1780660	0	0	0
CP000114.1_virus_genes.tsv	ENA|CP000114|CP000114.1|provirus_548964_586682	1	0	1
CP182125.1_virus_genes.tsv	ENA|CP182125|CP182125.1	0	0	0
CP096775.1_virus_genes.tsv	ENA|CP096775|CP096775.1|provirus_2992385_3022677	0	0	0
AP027185.1_virus_genes.tsv	ENA|AP027185|AP027185.1|provirus_965914_1016946	1	1	2
CP162022.1_virus_genes.tsv	ENA|CP162022|CP162022.1|provirus_1131109_1177286	1	1	2
CP073248.1_virus_genes.tsv	ENA|CP073248|CP073248.1|provirus_3582331_3621135	1	1	2
CP166046.1_virus_genes.tsv	ENA|CP166046|CP166046.1|provirus_2450379_2495089	1	0	1
CP136169.1_virus_genes.tsv	ENA|CP136169|CP136169.1|provirus_2601688_2704427	0	1	1
CP135847.1_virus_genes.tsv	ENA|CP135847|CP135847.1|provirus_405495_457911	2	1	3
CP033623.1_virus_genes.tsv	ENA|CP033623|CP033623.1|provirus_2930874_2949521	1	1	2
CP007491.1_virus_genes.tsv	ENA|CP007491|CP007491.1|provirus_566881_587759	1	1	2
CP187730.1_virus_genes.tsv	ENA|CP187730|CP187730.1|provirus_4129615_4169810	0	0	0
CP054744.1_virus_genes.tsv	ENA|CP054744|CP054744.1|provirus_1371478_1415401	0	0	0
CP130112.1_virus_genes.tsv	ENA|CP130112|CP130112.1|provirus_1227914_1264337	1	1	2
CP064054.1_virus_genes.tsv	ENA|CP064054|CP064054.1|provirus_1487428_1530100	1	1	2
CP059711.1_virus_genes.tsv	ENA|CP059711|CP059711.1|provirus_2802527_2841409	0	0	0
OW849099.1_virus_genes.tsv	ENA|OW849099|OW849099.1|provirus_2031955_2073246	0	0	0
LN890520.1_virus_genes.tsv	ENA|LN890520|LN890520.1|provirus_1120501_1169780	1	1	2
CP023409.1_virus_genes.tsv	ENA|CP023409|CP023409.1|provirus_1369817_1396450	0	0	0
CP155795.1_virus_genes.tsv	ENA|CP155795|CP155795.1|provirus_2524276_2562552	0	0	0
CP104471.1_virus_genes.tsv	ENA|CP104471|CP104471.1|provirus_1908305_1943236	0	0	0
CP062727.1_virus_genes.tsv	ENA|CP062727|CP062727.1|provirus_2126411_2169876	1	1	2
CP002906.1_virus_genes.tsv	ENA|CP002906|CP002906.1|provirus_1297556_1325507	0	0	0
CP148043.1_virus_genes.tsv	ENA|CP148043|CP148043.1|provirus_2711138_2725294	1	1	2
CP003278.1_virus_genes.tsv	ENA|CP003278|CP003278.1|provirus_4438178_4480488	1	1	2
CP024908.1_virus_genes.tsv	ENA|CP024908|CP024908.1|provirus_2055247_2091537	1	1	2
CP171920.1_virus_genes.tsv	ENA|CP171920|CP171920.1|provirus_2595114_2647766	0	0	0
CP091700.1_virus_genes.tsv	ENA|CP091700|CP091700.1|provirus_3680955_3719772	0	1	1
CP144255.1_virus_genes.tsv	ENA|CP144255|CP144255.1|provirus_2963561_3057694	0	0	0
CP116387.1_virus_genes.tsv	ENA|CP116387|CP116387.1|provirus_733385_776100	1	1	2
CP068696.1_virus_genes.tsv	ENA|CP068696|CP068696.1|provirus_2583154_2589295	0	0	0
CP119048.1_virus_genes.tsv	ENA|CP119048|CP119048.1|provirus_1220882_1263170	1	1	2
CP066606.1_virus_genes.tsv	ENA|CP066606|CP066606.1|provirus_631069_645623	0	0	0
CP034666.1_virus_genes.tsv	ENA|CP034666|CP034666.1|provirus_1030883_1054555	0	0	0
CM129629.1_virus_genes.tsv	ENA|CM129629|CM129629.1|provirus_1200037_1254943	1	1	2
CP065131.1_virus_genes.tsv	ENA|CP065131|CP065131.1|provirus_4567966_4588384	1	0	1
CP141092.1_virus_genes.tsv	ENA|CP141092|CP141092.1|provirus_940986_983363	0	0	0
CP106780.1_virus_genes.tsv	ENA|CP106780|CP106780.1|provirus_727287_744096	0	0	0
CP170867.1_virus_genes.tsv	ENA|CP170867|CP170867.1|provirus_3059598_3098531	1	1	2
CP020419.2_virus_genes.tsv	ENA|CP020419|CP020419.2|provirus_689347_729536	0	0	0
CP041124.1_virus_genes.tsv	ENA|CP041124|CP041124.1|provirus_3241875_3279932	0	0	0
CP023799.1_virus_genes.tsv	ENA|CP023799|CP023799.1|provirus_1733090_1773161	0	0	0
CP098446.1_virus_genes.tsv	ENA|CP098446|CP098446.1|provirus_2248407_2295215	0	0	0
CP077931.1_virus_genes.tsv	ENA|CP077931|CP077931.1|provirus_466300_481648	0	0	0
CP196623.1_virus_genes.tsv	ENA|CP196623|CP196623.1|provirus_1808546_1820767	0	0	0
CP144716.1_virus_genes.tsv	ENA|CP144716|CP144716.1|provirus_3332098_3373762	0	0	0
CM132275.1_virus_genes.tsv	ENA|CM132275|CM132275.1|provirus_2460238_2492938	0	0	0
CP025865.1_virus_genes.tsv	ENA|CP025865|CP025865.1|provirus_410367_460641	1	0	1
CP167968.1_virus_genes.tsv	ENA|CP167968|CP167968.1|provirus_4130551_4172635	1	0	1
CP007261.1_virus_genes.tsv	ENA|CP007261|CP007261.1|provirus_1473785_1486840	0	0	0
CP174856.1_virus_genes.tsv	ENA|CP174856|CP174856.1|provirus_1438991_1488805	0	0	0
CP074909.1_virus_genes.tsv	ENA|CP074909|CP074909.1|provirus_1543454_1637393	1	1	2
CP074109.1_virus_genes.tsv	ENA|CP074109|CP074109.1|provirus_1104292_1116580	0	0	0
CP056132.1_virus_genes.tsv	ENA|CP056132|CP056132.1|provirus_4216332_4233483	0	0	0
CP141683.1_virus_genes.tsv	ENA|CP141683|CP141683.1|provirus_2802197_2851419	0	0	0
CP183242.1_virus_genes.tsv	ENA|CP183242|CP183242.1|provirus_3159022_3207849	1	1	2
CP135777.1_virus_genes.tsv	ENA|CP135777|CP135777.1|provirus_1576839_1611544	2	0	2
CP091172.1_virus_genes.tsv	ENA|CP091172|CP091172.1|provirus_1199573_1256008	0	1	1
CP065566.1_virus_genes.tsv	ENA|CP065566|CP065566.1|provirus_2897292_2939396	1	1	2
CP065412.1_virus_genes.tsv	ENA|CP065412|CP065412.1|provirus_5901625_5910806	0	0	0
CP046259.1_virus_genes.tsv	ENA|CP046259|CP046259.1|provirus_872811_921028	2	1	3
CP076272.1_virus_genes.tsv	ENA|CP076272|CP076272.1|provirus_1555743_1603031	1	0	1
CP163561.1_virus_genes.tsv	ENA|CP163561|CP163561.1|provirus_599528_654121	1	0	1
CP121609.1_virus_genes.tsv	ENA|CP121609|CP121609.1|provirus_1736876_1778367	0	1	1
CP145083.1_virus_genes.tsv	ENA|CP145083|CP145083.1|provirus_805813_822603	0	0	0
CP072280.1_virus_genes.tsv	ENA|CP072280|CP072280.1|provirus_1065324_1110083	0	1	1
CP041130.1_virus_genes.tsv	ENA|CP041130|CP041130.1|provirus_4148141_4166486	0	0	0
CP019189.1_virus_genes.tsv	ENA|CP019189|CP019189.1|provirus_1992915_2000504	0	0	0
CP102546.1_virus_genes.tsv	ENA|CP102546|CP102546.1|provirus_5019979_5062982	1	0	1
CP007235.2_virus_genes.tsv	ENA|CP007235|CP007235.2|provirus_1827632_1874577	1	1	2
CP186928.1_virus_genes.tsv	ENA|CP186928|CP186928.1|provirus_3665831_3685218	1	1	2
CP149192.1_virus_genes.tsv	ENA|CP149192|CP149192.1|provirus_4518310_4561712	0	0	0
CP093323.1_virus_genes.tsv	ENA|CP093323|CP093323.1|provirus_3476553_3486295	0	0	0
CP110894.1_virus_genes.tsv	ENA|CP110894|CP110894.1|provirus_2980520_3018446	0	0	0
AP026921.1_virus_genes.tsv	ENA|AP026921|AP026921.1|provirus_22595_101179	0	0	0
CP167012.1_virus_genes.tsv	ENA|CP167012|CP167012.1|provirus_973386_1032773	1	0	1
CP149988.1_virus_genes.tsv	ENA|CP149988|CP149988.1|provirus_2291016_2341758	0	0	0
CP189758.1_virus_genes.tsv	ENA|CP189758|CP189758.1|provirus_3842203_3852209	0	0	0
CP197381.1_virus_genes.tsv	ENA|CP197381|CP197381.1|provirus_1126858_1159150	0	0	0
CP065948.1_virus_genes.tsv	ENA|CP065948|CP065948.1|provirus_1361379_1396997	0	0	0
CP197381.1_virus_genes.tsv	ENA|CP197381|CP197381.1|provirus_3133023_3165525	0	1	1
CP166423.1_virus_genes.tsv	ENA|CP166423|CP166423.1|provirus_843371_853461	1	1	2
CP096776.1_virus_genes.tsv	ENA|CP096776|CP096776.1|provirus_1569069_1617302	1	1	2
CP077519.1_virus_genes.tsv	ENA|CP077519|CP077519.1|provirus_2414582_2448680	0	0	0
CP056635.1_virus_genes.tsv	ENA|CP056635|CP056635.1|provirus_788620_826966	0	0	0
CP034039.1_virus_genes.tsv	ENA|CP034039|CP034039.1|provirus_4046778_4099297	1	1	2
CP150498.1_virus_genes.tsv	ENA|CP150498|CP150498.1|provirus_170296_202723	0	0	0
CP135853.1_virus_genes.tsv	ENA|CP135853|CP135853.1|provirus_86331_123808	0	0	0
CP047688.1_virus_genes.tsv	ENA|CP047688|CP047688.1|provirus_4207583_4242070	0	0	0
AP025792.1_virus_genes.tsv	ENA|AP025792|AP025792.1|provirus_920787_941704	1	1	2
CP021694.1_virus_genes.tsv	ENA|CP021694|CP021694.1|provirus_3430486_3482539	1	1	2
CM133240.1_virus_genes.tsv	ENA|CM133240|CM133240.1|provirus_2847853_2856501	0	0	0
CP126864.1_virus_genes.tsv	ENA|CP126864|CP126864.1|provirus_3185117_3228826	0	0	0
CP038996.1_virus_genes.tsv	ENA|CP038996|CP038996.1|provirus_768090_809767	0	0	0
CP195693.1_virus_genes.tsv	ENA|CP195693|CP195693.1|provirus_2738548_2788754	0	1	1
CP159743.1_virus_genes.tsv	ENA|CP159743|CP159743.1	0	0	0
CP149246.1_virus_genes.tsv	ENA|CP149246|CP149246.1|provirus_4135222_4141363	0	0	0
CP021518.1_virus_genes.tsv	ENA|CP021518|CP021518.1|provirus_611597_617574	0	0	0
FQ670178.1_virus_genes.tsv	ENA|FQ670178|FQ670178.1|provirus_857096_914906	1	0	1
CP138326.1_virus_genes.tsv	ENA|CP138326|CP138326.1|provirus_6445443_6465672	0	0	0
CP096776.1_virus_genes.tsv	ENA|CP096776|CP096776.1|provirus_2368465_2413858	0	0	0
OX291654.1_virus_genes.tsv	ENA|OX291654|OX291654.1|provirus_2852833_2888612	1	1	2
CP170409.1_virus_genes.tsv	ENA|CP170409|CP170409.1|provirus_1472615_1490749	0	0	0
CP135734.1_virus_genes.tsv	ENA|CP135734|CP135734.1|provirus_84300_123779	1	0	1
CM130032.1_virus_genes.tsv	ENA|CM130032|CM130032.1|provirus_1193711_1241989	1	1	2
AE003852.1_virus_genes.tsv	ENA|AE003852|AE003852.1|provirus_1935801_1948022	0	0	0
CP150712.1_virus_genes.tsv	ENA|CP150712|CP150712.1|provirus_1064588_1086428	0	0	0
CP069336.1_virus_genes.tsv	ENA|CP069336|CP069336.1|provirus_2601308_2656736	0	0	0
CP033893.1_virus_genes.tsv	ENA|CP033893|CP033893.1|provirus_537838_583093	1	1	2
CP148136.1_virus_genes.tsv	ENA|CP148136|CP148136.1|provirus_2493858_2524860	0	0	0
CP002120.1_virus_genes.tsv	ENA|CP002120|CP002120.1|provirus_2118784_2170058	0	0	0
CP019411.1_virus_genes.tsv	ENA|CP019411|CP019411.1|provirus_4093436_4124340	0	0	0
CP089176.1_virus_genes.tsv	ENA|CP089176|CP089176.1|provirus_1450162_1471652	0	0	0
CP072881.1_virus_genes.tsv	ENA|CP072881|CP072881.1|provirus_1138585_1156469	0	0	0
CP038284.1_virus_genes.tsv	ENA|CP038284|CP038284.1|provirus_2060791_2104105	1	1	2
CP149135.1_virus_genes.tsv	ENA|CP149135|CP149135.1|provirus_4228840_4259693	0	0	0
CP106775.1_virus_genes.tsv	ENA|CP106775|CP106775.1|provirus_456105_501772	0	0	0
CP066415.1_virus_genes.tsv	ENA|CP066415|CP066415.1|provirus_2170858_2209701	0	0	0
CP024024.1_virus_genes.tsv	ENA|CP024024|CP024024.1|provirus_5591394_5609841	0	0	0
JBREIW000000000_virus_genes.tsv	ENA|JBREIW010000001|JBREIW010000001.1|provirus_2828650_2854031	0	0	0
CP191190.1_virus_genes.tsv	ENA|CP191190|CP191190.1|provirus_790031_853953	0	0	0
CP066138.1_virus_genes.tsv	ENA|CP066138|CP066138.1|provirus_3270445_3311778	1	1	2
CM127137.1_virus_genes.tsv	ENA|CM127137|CM127137.1|provirus_1344722_1394480	1	1	2
CP166427.1_virus_genes.tsv	ENA|CP166427|CP166427.1|provirus_736161_766852	0	0	0
CP115645.1_virus_genes.tsv	ENA|CP115645|CP115645.1|provirus_1022057_1038125	0	1	1
CP091018.1_virus_genes.tsv	ENA|CP091018|CP091018.1|provirus_1595842_1619290	0	0	0
CP089148.1_virus_genes.tsv	ENA|CP089148|CP089148.1|provirus_2683975_2721395	0	0	0
CP148142.1_virus_genes.tsv	ENA|CP148142|CP148142.1|provirus_2420373_2452260	0	0	0
CP110894.1_virus_genes.tsv	ENA|CP110894|CP110894.1|provirus_3096078_3135301	1	1	2
CP098025.1_virus_genes.tsv	ENA|CP098025|CP098025.1|provirus_2367105_2401074	0	0	0
CP041010.1_virus_genes.tsv	ENA|CP041010|CP041010.1|provirus_1729723_1793915	1	1	2
CP141835.1_virus_genes.tsv	ENA|CP141835|CP141835.1|provirus_2957522_3005896	0	0	0
CP189757.1_virus_genes.tsv	ENA|CP189757|CP189757.1|provirus_1476262_1520209	1	1	2
CP084502.1_virus_genes.tsv	ENA|CP084502|CP084502.1|provirus_1818634_1866131	1	0	1
CP035165.1_virus_genes.tsv	ENA|CP035165|CP035165.1|provirus_1283449_1311373	0	0	0
CP012419.2_virus_genes.tsv	ENA|CP012419|CP012419.2|provirus_79687_123000	1	0	1
CP082936.1_virus_genes.tsv	ENA|CP082936|CP082936.1|provirus_1885590_1926634	0	0	0
CP115213.1_virus_genes.tsv	ENA|CP115213|CP115213.1|provirus_3892721_3935881	1	1	2
CP135760.1_virus_genes.tsv	ENA|CP135760|CP135760.1|provirus_1546289_1566652	0	0	0
CP144716.1_virus_genes.tsv	ENA|CP144716|CP144716.1|provirus_632826_654255	0	0	0
CP155816.1_virus_genes.tsv	ENA|CP155816|CP155816.1|provirus_888737_936890	1	0	1
CP128051.1_virus_genes.tsv	ENA|CP128051|CP128051.1|provirus_5242147_5281333	1	1	2
CP132323.1_virus_genes.tsv	ENA|CP132323|CP132323.1|provirus_2256776_2308129	0	0	0
AP026940.1_virus_genes.tsv	ENA|AP026940|AP026940.1|provirus_2854886_2898560	0	0	0
CP117299.2_virus_genes.tsv	ENA|CP117299|CP117299.2|provirus_4422280_4443259	1	0	1
CP016677.1_virus_genes.tsv	ENA|CP016677|CP016677.1|provirus_1039468_1045276	0	0	0
CP166979.1_virus_genes.tsv	ENA|CP166979|CP166979.1|provirus_2045510_2110792	0	0	0
CP128078.1_virus_genes.tsv	ENA|CP128078|CP128078.1|provirus_1730982_1751662	0	0	0
CP061764.1_virus_genes.tsv	ENA|CP061764|CP061764.1|provirus_2562204_2595935	0	0	0
CP138342.1_virus_genes.tsv	ENA|CP138342|CP138342.1|provirus_724471_741112	0	0	0
OW967878.1_virus_genes.tsv	ENA|OW967878|OW967878.1|provirus_869705_889445	1	1	2
CP159874.1_virus_genes.tsv	ENA|CP159874|CP159874.1|provirus_2021130_2049172	0	0	0
CP047295.1_virus_genes.tsv	ENA|CP047295|CP047295.1|provirus_1476351_1524131	0	0	0
CP072496.1_virus_genes.tsv	ENA|CP072496|CP072496.1|provirus_643835_693237	1	1	2
CP017179.1_virus_genes.tsv	ENA|CP017179|CP017179.1|provirus_4051664_4082665	0	0	0
CP187730.1_virus_genes.tsv	ENA|CP187730|CP187730.1|provirus_5232580_5267572	0	0	0
CP056719.1_virus_genes.tsv	ENA|CP056719|CP056719.1|provirus_2686906_2732236	0	0	0
CP116714.1_virus_genes.tsv	ENA|CP116714|CP116714.1|provirus_650032_708265	1	0	1
CP031690.1_virus_genes.tsv	ENA|CP031690|CP031690.1|provirus_1327805_1349249	0	0	0
CP120881.1_virus_genes.tsv	ENA|CP120881|CP120881.1|provirus_3371025_3402197	0	1	1
CP051490.1_virus_genes.tsv	ENA|CP051490|CP051490.1|provirus_4760669_4800360	1	1	2
CP149991.1_virus_genes.tsv	ENA|CP149991|CP149991.1|provirus_3567378_3571601	1	1	2
CP131785.1_virus_genes.tsv	ENA|CP131785|CP131785.1|provirus_3341810_3379905	0	0	0
CP044136.1_virus_genes.tsv	ENA|CP044136|CP044136.1|provirus_2790666_2822334	0	0	0
CP020023.1_virus_genes.tsv	ENA|CP020023|CP020023.1|provirus_4072397_4079254	0	0	0
LR898867.1_virus_genes.tsv	ENA|LR898867|LR898867.1|provirus_3596861_3641410	0	0	0
CP196534.1_virus_genes.tsv	ENA|CP196534|CP196534.1|provirus_2862796_2907524	1	1	2
CP160150.1_virus_genes.tsv	ENA|CP160150|CP160150.1|provirus_4388014_4408212	1	0	1
CP137221.1_virus_genes.tsv	ENA|CP137221|CP137221.1|provirus_2925074_3000629	0	0	0
CP056691.1_virus_genes.tsv	ENA|CP056691|CP056691.1|provirus_4162678_4194948	0	0	0
OU016036.1_virus_genes.tsv	ENA|OU016036|OU016036.1|provirus_1880727_1930944	0	0	0
CP187272.1_virus_genes.tsv	ENA|CP187272|CP187272.1|provirus_2366630_2409583	0	0	0
CP070559.1_virus_genes.tsv	ENA|CP070559|CP070559.1|provirus_2044361_2081095	1	1	2
CP006631.1_virus_genes.tsv	ENA|CP006631|CP006631.1|provirus_520380_541407	0	0	0
CP065767.1_virus_genes.tsv	ENA|CP065767|CP065767.1|provirus_1921725_1963769	0	0	0
CP038313.1_virus_genes.tsv	ENA|CP038313|CP038313.1|provirus_3320278_3384432	1	1	2
CP151704.1_virus_genes.tsv	ENA|CP151704|CP151704.1|provirus_3165613_3225029	0	1	1
CP116520.1_virus_genes.tsv	ENA|CP116520|CP116520.1|provirus_1036701_1079316	0	0	0
CP029945.1_virus_genes.tsv	ENA|CP029945|CP029945.1|provirus_1005706_1052888	0	0	0
LR890679.1_virus_genes.tsv	ENA|LR890679|LR890679.1|provirus_3512899_3541212	0	0	0
CP185808.1_virus_genes.tsv	ENA|CP185808|CP185808.1|provirus_1728557_1767609	1	1	2
CP183849.1_virus_genes.tsv	ENA|CP183849|CP183849.1|provirus_4103961_4137631	1	1	2
CP047120.1_virus_genes.tsv	ENA|CP047120|CP047120.1|provirus_1269195_1310224	1	0	1
CP038268.1_virus_genes.tsv	ENA|CP038268|CP038268.1|provirus_1310426_1349955	0	0	0
JBSMJA000000000_virus_genes.tsv	ENA|JBSMJA010000001|JBSMJA010000001.1|provirus_1129806_1160437	0	0	0
CP174601.1_virus_genes.tsv	ENA|CP174601|CP174601.1|provirus_2318328_2360576	0	0	0
CP053804.1_virus_genes.tsv	ENA|CP053804|CP053804.1|provirus_1521690_1530266	0	0	0
CP022206.1_virus_genes.tsv	ENA|CP022206|CP022206.1|provirus_695285_731568	0	0	0
CP188116.1_virus_genes.tsv	ENA|CP188116|CP188116.1|provirus_1883112_1926112	0	0	0
CP135912.1_virus_genes.tsv	ENA|CP135912|CP135912.1|provirus_1110552_1149904	1	1	2
CP059422.1_virus_genes.tsv	ENA|CP059422|CP059422.1|provirus_2901474_2945859	0	0	0
AP025871.1_virus_genes.tsv	ENA|AP025871|AP025871.1|provirus_2961490_3001363	1	1	2
CP115738.1_virus_genes.tsv	ENA|CP115738|CP115738.1|provirus_2153431_2275580	0	0	0
CP191290.1_virus_genes.tsv	ENA|CP191290|CP191290.1|provirus_2132000_2169132	0	0	0
CP159627.1_virus_genes.tsv	ENA|CP159627|CP159627.1|provirus_2980625_3014410	1	1	2
CP145352.1_virus_genes.tsv	ENA|CP145352|CP145352.1|provirus_3434944_3478904	1	0	1
CP085748.1_virus_genes.tsv	ENA|CP085748|CP085748.1|provirus_2597501_2647687	1	1	2
LR134528.1_virus_genes.tsv	ENA|LR134528|LR134528.1|provirus_637129_642791	0	0	0
CP143347.1_virus_genes.tsv	ENA|CP143347|CP143347.1|provirus_65665_110966	0	0	0
CP089194.1_virus_genes.tsv	ENA|CP089194|CP089194.1|provirus_1512094_1531360	0	0	0
CP026035.1_virus_genes.tsv	ENA|CP026035|CP026035.1|provirus_3765418_3805830	0	0	0
CP137214.1_virus_genes.tsv	ENA|CP137214|CP137214.1|provirus_2592891_2630722	1	1	2
CP058146.1_virus_genes.tsv	ENA|CP058146|CP058146.1|provirus_3525835_3578329	0	0	0
CP051615.1_virus_genes.tsv	ENA|CP051615|CP051615.1|provirus_4525965_4564307	0	0	0
CP016667.1_virus_genes.tsv	ENA|CP016667|CP016667.1|provirus_1857798_1874212	0	0	0
CP062723.1_virus_genes.tsv	ENA|CP062723|CP062723.1|provirus_1528248_1602869	1	1	2
CP171668.1_virus_genes.tsv	ENA|CP171668|CP171668.1|provirus_1159417_1171638	0	0	0
CP078009.1_virus_genes.tsv	ENA|CP078009|CP078009.1|provirus_6165954_6203229	0	0	0
CP058160.1_virus_genes.tsv	ENA|CP058160|CP058160.1|provirus_3292236_3333323	0	0	0
OX244288.1_virus_genes.tsv	ENA|OX244288|OX244288.1|provirus_1998425_2011936	0	0	0
CP038163.1_virus_genes.tsv	ENA|CP038163|CP038163.1|provirus_2130275_2170380	1	0	1
CP028677.1_virus_genes.tsv	ENA|CP028677|CP028677.1|provirus_4311935_4366190	0	0	0
CP163076.1_virus_genes.tsv	ENA|CP163076|CP163076.1|provirus_4840918_4872533	0	0	0
CP071196.1_virus_genes.tsv	ENA|CP071196|CP071196.1|provirus_3451845_3468603	1	1	2
CP019189.1_virus_genes.tsv	ENA|CP019189|CP019189.1|provirus_3955617_3991297	0	0	0
CP011642.1_virus_genes.tsv	ENA|CP011642|CP011642.1|provirus_3107461_3126471	0	0	0
CP031636.1_virus_genes.tsv	ENA|CP031636|CP031636.1|provirus_800897_860284	1	0	1
CP029609.1_virus_genes.tsv	ENA|CP029609|CP029609.1|provirus_1335589_1364726	0	0	0
LR135226.1_virus_genes.tsv	ENA|LR135226|LR135226.1|provirus_855433_897477	0	0	0
CP134599.1_virus_genes.tsv	ENA|CP134599|CP134599.1|provirus_3100795_3142288	0	1	1
AP031395.1_virus_genes.tsv	ENA|AP031395|AP031395.1|provirus_11616_56817	0	0	0
CP193994.1_virus_genes.tsv	ENA|CP193994|CP193994.1|provirus_3648148_3689238	1	1	2
CP148203.1_virus_genes.tsv	ENA|CP148203|CP148203.1|provirus_1250087_1283528	1	1	2
CP171894.1_virus_genes.tsv	ENA|CP171894|CP171894.1|provirus_5889269_5898758	0	0	0
CP140123.1_virus_genes.tsv	ENA|CP140123|CP140123.1|provirus_3371165_3414284	1	0	1
CP064054.1_virus_genes.tsv	ENA|CP064054|CP064054.1|provirus_923320_967684	0	0	0
CP116773.1_virus_genes.tsv	ENA|CP116773|CP116773.1|provirus_2692083_2720111	0	0	0
CP063127.1_virus_genes.tsv	ENA|CP063127|CP063127.1|provirus_667275_722368	1	0	1
CP016678.1_virus_genes.tsv	ENA|CP016678|CP016678.1|provirus_938682_994611	0	0	0
CP171664.1_virus_genes.tsv	ENA|CP171664|CP171664.1|provirus_2096229_2128421	1	1	2
CP166420.1_virus_genes.tsv	ENA|CP166420|CP166420.1|provirus_3568563_3617089	1	1	2
CP033685.1_virus_genes.tsv	ENA|CP033685|CP033685.1|provirus_5656018_5664528	0	0	0
CP035243.1_virus_genes.tsv	ENA|CP035243|CP035243.1|provirus_22593_64986	0	0	0
CP065194.1_virus_genes.tsv	ENA|CP065194|CP065194.1|provirus_540039_585863	0	0	0
CM128674.1_virus_genes.tsv	ENA|CM128674|CM128674.1|provirus_2865922_2894589	0	0	0
CP151676.1_virus_genes.tsv	ENA|CP151676|CP151676.1|provirus_3686312_3714208	0	0	0
CP107483.1_virus_genes.tsv	ENA|CP107483|CP107483.1|provirus_3305499_3361895	1	1	2
CP039491.1_virus_genes.tsv	ENA|CP039491|CP039491.1|provirus_2840488_2889559	1	1	2
LS992175.1_virus_genes.tsv	ENA|LS992175|LS992175.1|provirus_696388_725013	0	0	0
CP080550.1_virus_genes.tsv	ENA|CP080550|CP080550.1|provirus_897898_945035	0	0	0
CP138648.1_virus_genes.tsv	ENA|CP138648|CP138648.1|provirus_2017795_2068107	0	0	0
CP010171.1_virus_genes.tsv	ENA|CP010171|CP010171.1|provirus_1186482_1223699	1	1	2
CP076739.1_virus_genes.tsv	ENA|CP076739|CP076739.1|provirus_1707302_1745338	0	0	0
CP060285.1_virus_genes.tsv	ENA|CP060285|CP060285.1|provirus_1144000_1205095	0	1	1
CP001182.2_virus_genes.tsv	ENA|CP001182|CP001182.2|provirus_2761986_2813836	1	1	2
CP172376.1_virus_genes.tsv	ENA|CP172376|CP172376.1|provirus_743469_777699	1	1	2
CP114105.1_virus_genes.tsv	ENA|CP114105|CP114105.1|provirus_2807432_2837662	1	1	2
CP070569.1_virus_genes.tsv	ENA|CP070569|CP070569.1|provirus_1296744_1346072	1	1	2
CP047965.1_virus_genes.tsv	ENA|CP047965|CP047965.1|provirus_4482855_4497636	0	0	0
CP038292.1_virus_genes.tsv	ENA|CP038292|CP038292.1|provirus_5127354_5143587	0	0	0
CP016657.1_virus_genes.tsv	ENA|CP016657|CP016657.1|provirus_345738_362165	0	0	0
CM125672.1_virus_genes.tsv	ENA|CM125672|CM125672.1|provirus_4901875_4938800	0	0	0
CP149991.1_virus_genes.tsv	ENA|CP149991|CP149991.1|provirus_3668213_3712496	1	1	2
CP119165.1_virus_genes.tsv	ENA|CP119165|CP119165.1|provirus_1999420_2037689	1	1	2
CP046750.1_virus_genes.tsv	ENA|CP046750|CP046750.1|provirus_780742_814002	0	0	0
