accession	seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
CP130242.1	ENA|CP130242|CP130242.1	181404	No terminal repeats	240	11	0.9947	NA	47	139.6034	F_traL;F_traE;F_traK;F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;T_virB9;T_virB8;T_virB1;F_traG;F_traH;F_traF	NA
CP130243.1	ENA|CP130243|CP130243.1	58448	No terminal repeats	76	11	0.9928	NA	6	29.5470	F_traF;F_traH;F_traG;T_virB1	NA
CP130244.1	ENA|CP130244|CP130244.1	47620	No terminal repeats	51	11	0.9935	NA	5	22.5021	T_virB1;F_traG;F_traH;F_traF	NF000466
CP130245.1	ENA|CP130245|CP130245.1	26843	No terminal repeats	35	11	0.9934	NA	8	15.0873	T_virB8;T_virB9;F_traF;F_traH;F_traG;T_virB1	NA
CP130246.1	ENA|CP130246|CP130246.1	12950	No terminal repeats	14	11	0.9926	NA	1	8.1366	NA	NF000466
CP130247.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP130248.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP130249.1	ENA|CP130249|CP130249.1	5675	No terminal repeats	8	11	0.9925	NA	2	4.5972	MOBP1	NA
CP130250.1	ENA|CP130250|CP130250.1	10058	No terminal repeats	13	11	0.9941	NA	4	7.8883	MOBC	NA
CP130251.1	ENA|CP130251|CP130251.1	6915	No terminal repeats	10	11	0.9939	NA	2	4.9260	MOBQ	NA
CP130252.1	ENA|CP130252|CP130252.1	65496	No terminal repeats	89	11	0.9923	NA	15	39.1630	I_trbA;I_trbB;I_traY;I_traW;traU;I_traR;I_traQ;I_traP;I_traO;I_traN;I_traL;I_traK;I_traI;MOBP1	NF040806
CP130501.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP130525.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP130534.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP130535.1	ENA|CP130535|CP130535.1	42914	No terminal repeats	50	11	0.9936	NA	2	13.9231	NA	NF040806;NF012167;NF040806
CP130537.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP130597.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP130605.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP130606.1	ENA|CP130606|CP130606.1	326706	No terminal repeats	370	11	0.9940	NA	19	215.6105	F_traE;F_traB;F_traV;virb4;F_traW;F_traU;F_trbC;T_virB1;F_traH;F_traF;MOBH;t4cp1	NF012178;NF012147;NF033144
CP130607.1	ENA|CP130607|CP130607.1	60990	No terminal repeats	63	11	0.9920	NA	1	16.1878	NA	NA
CP130621.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP130622.1	ENA|CP130622|CP130622.1	139222	No terminal repeats	130	11	0.9929	NA	2	21.6260	I_trbA	NA
CP130623.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP130625.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP130626.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP130627.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP130628.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP130674.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP130675.1	ENA|CP130675|CP130675.1	327617	No terminal repeats	353	11	0.9931	NA	23	119.3931	MOBH;t4cp1;F_trbC;F_traU;F_traW;F_traW;virb4;F_traV;F_traB;F_traK;F_traE;T_virB10;F_traG;F_traH;F_traF	NF012171;NF000107;NF012171;NF000107;NF012174;NF012171;NF000027
CP130676.1	ENA|CP130676|CP130676.1	103950	No terminal repeats	113	11	0.9936	NA	3	36.3859	NA	NF033144;NF000402
CP130677.1	ENA|CP130677|CP130677.1	46162	No terminal repeats	58	11	0.9936	NA	9	25.1041	T_virB1;T_virB2;virb4;T_virB6;T_virB8;T_virB9	NF012147
CP130678.1	ENA|CP130678|CP130678.1	4991	No terminal repeats	6	11	0.9942	NA	1	3.7309	NA	NA
CP130679.1	ENA|CP130679|CP130679.1	4579	No terminal repeats	6	11	0.9932	NA	1	2.2083	NA	NA
CP130680.1	ENA|CP130680|CP130680.1	3452	No terminal repeats	2	11	0.9955	NA	1	2.8896	NA	NA
CP130890.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP130893.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP130894.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP130896.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP130897.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP130899.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP131442.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP131443.1	ENA|CP131443|CP131443.1	40686	No terminal repeats	48	11	0.9920	NA	8	22.5283	T_virB9;T_virB8;virb4;T_virB2;MOBP1	NA
CP131444.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP131638.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP131639.1	ENA|CP131639|CP131639.1	39075	No terminal repeats	46	11	0.9743	NA	9	16.3681	T_virB11;T_virB2;virb4;T_virB8;T_virB9;T_virB10;T_virB5	NA
CP131640.1	ENA|CP131640|CP131640.1	4153	No terminal repeats	9	11	0.9957	NA	3	9.8962	MOBP1	NA
CP131665.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP131666.1	ENA|CP131666|CP131666.1	24655	No terminal repeats	29	11	0.9942	NA	3	16.0458	MOBV	NF012167;NF040806
CP131667.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP131706.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP131707.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP131708.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP131709.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP131710.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP131711.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP131712.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP131713.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP131715.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP131716.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP131717.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP131718.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP131719.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP131720.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP131721.1	ENA|CP131721|CP131721.1	5403	No terminal repeats	6	11	0.9953	NA	1	6.2104	NA	NA
CP131722.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP131723.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP131724.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP131726.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP131746.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP131747.1	ENA|CP131747|CP131747.1	103469	No terminal repeats	117	11	0.9951	NA	20	83.0984	MOBP1;I_trbB;I_trbA;I_traY;I_traW;I_traV;traU;I_traT;I_traR;I_traQ;I_traP;I_traO;I_traN;I_traL;I_traK;I_traI;I_traE	NF033085
CP131748.1	ENA|CP131748|CP131748.1	59372	No terminal repeats	75	11	0.9947	NA	16	46.7065	F_traV;F_traK;F_traE;F_traL	NA
CP131760.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP131761.1	ENA|CP131761|CP131761.1	195861	No terminal repeats	218	11	0.9944	NA	14	142.1222	F_trbC;F_traU;F_traW;virb4;F_traV;F_traB;F_traE	NF012171;NF012174
CP131762.1	ENA|CP131762|CP131762.1	97648	No terminal repeats	111	11	0.9951	NA	20	81.4485	MOBP1;I_trbB;I_trbA;I_traY;I_traW;I_traV;traU;I_traT;I_traR;I_traQ;I_traP;I_traO;I_traN;I_traL;I_traK;I_traI;I_traE	NF033085
CP131785.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP131786.1	ENA|CP131786|CP131786.1	461212	No terminal repeats	547	11	0.9860	NA	5	28.7753	T_virB1	NF012171;NF000272;NF012147
CP131818.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP131819.1	ENA|CP131819|CP131819.1	269167	No terminal repeats	294	11	0.9898	NA	3	73.5011	MOBP2;MOBP2	NF033693
CP131820.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP131821.1	ENA|CP131821|CP131821.1	11408	No terminal repeats	14	11	0.9930	NA	1	6.1180	NA	NA
CP131822.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP131823.1	ENA|CP131823|CP131823.1	4377	No terminal repeats	7	11	0.9945	NA	1	5.9024	NA	NA
CP131824.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP131834.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP131835.1	ENA|CP131835|CP131835.1	233268	No terminal repeats	281	11	0.9885	NA	1	58.4866	MOBP2	NA
CP131836.1	ENA|CP131836|CP131836.1	54651	No terminal repeats	58	11	0.9935	NA	2	33.3146	MOBP2	NA
CP131837.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP131838.1	ENA|CP131838|CP131838.1	36005	No terminal repeats	50	11	0.9947	NA	2	25.1968	NA	NF033068
CP131839.1	ENA|CP131839|CP131839.1	4377	No terminal repeats	7	11	0.9945	NA	1	5.9024	NA	NA
CP131840.1	ENA|CP131840|CP131840.1	2947	No terminal repeats	4	11	0.9959	NA	1	5.9024	NA	NA
CP131856.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP131857.1	ENA|CP131857|CP131857.1	272409	No terminal repeats	326	11	0.9888	NA	3	81.5130	MOBP2;MOBP2	NF033693
CP131858.1	ENA|CP131858|CP131858.1	31541	No terminal repeats	44	11	0.9940	NA	2	15.5009	NA	NF033068
CP131859.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP131860.1	ENA|CP131860|CP131860.1	4377	No terminal repeats	7	11	0.9946	NA	1	5.9024	NA	NA
CP131898.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP131899.1	ENA|CP131899|CP131899.1	87483	No terminal repeats	119	11	0.9905	NA	16	42.4376	t4cp2;F_traG;F_traH;F_traF;F_trbC;F_trbC;F_traU;F_traW;F_traV;F_traB;F_traK;F_traK;F_traE;F_traL	NF040806
CP131900.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP132024.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP132025.1	ENA|CP132025|CP132025.1	34901	No terminal repeats	40	11	0.9948	NA	8	26.7122	MOBV;MOBV	NF000153;NF012176;NF040806;NF012167
CP132180.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP132181.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP132182.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP132183.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP132187.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP132188.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP132189.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP132190.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP132197.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP132198.1	ENA|CP132198|CP132198.1	8255	No terminal repeats	6	11	0.9938	NA	3	4.6185	MOBP1	NA
CP132199.1	ENA|CP132199|CP132199.1	9292	No terminal repeats	12	11	0.9952	NA	3	9.1824	MOBC	NA
CP132290.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP132300.1	ENA|CP132300|CP132300.1	46403	No terminal repeats	61	11	0.9923	NA	10	28.3083	virb4;T_virB6;T_virB8;T_virB9;MOBP1;T_virB2	NA
CP132301.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP132322.1	ENA|CP132322|CP132322.1	198157	No terminal repeats	230	11	0.9931	NA	24	88.5018	F_traF;F_traH;F_traG;T_virB1;MOBH;t4cp1;F_traL;F_traE;F_traK;F_traB;F_traV;virb4;F_traW;F_traU;F_trbC	NF012178;NF012147;NF012171;NF012174;NF000270;NF012171
CP132323.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP132361.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP132377.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP132491.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP132554.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP132555.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP132556.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP132600.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP132601.1	ENA|CP132601|CP132601.1	77196	No terminal repeats	89	11	0.9930	NA	8	27.5334	T_virB1;T_virB8;T_virB9	NF033144;NF000270;NF000107;NF000027
CP132602.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP132603.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP132604.1	ENA|CP132604|CP132604.1	218485	No terminal repeats	233	11	0.9938	NA	4	78.6328	F_traE	NF033134;NF000402
CP132605.1	ENA|CP132605|CP132605.1	87856	No terminal repeats	103	11	0.9951	NA	30	90.7158	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_trbC;F_traN;F_traF;F_traH;F_traG;MOBF	NA
CP132664.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP132665.1	ENA|CP132665|CP132665.1	211312	No terminal repeats	206	11	0.9942	NA	28	115.0193	MOBF;F_traG;F_traH;F_traF;F_traN;F_trbC;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL	NF012171;NF012174
CP132666.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP132667.1	ENA|CP132667|CP132667.1	77269	No terminal repeats	94	11	0.9943	NA	18	55.4914	I_trbB;I_trbA;I_traY;I_traW;traU;I_traR;I_traQ;I_traP;I_traO;I_traN;I_traL;I_traK;I_traI;MOBP1	NF012174
CP132668.1	ENA|CP132668|CP132668.1	33858	No terminal repeats	45	11	0.9940	NA	8	23.5167	T_virB11;T_virB9;T_virB8;T_virB6;virb4;T_virB2	NA
CP132673.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP132674.1	ENA|CP132674|CP132674.1	330595	No terminal repeats	368	11	0.9938	NA	20	129.1854	F_traE;t4cp1;MOBH;F_traF;F_traH;F_traG;F_trbC;F_traU;F_traW;virb4;F_traV;F_traB;F_traK;F_traE	NF000402
CP132746.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP132961.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP132962.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP132963.1	ENA|CP132963|CP132963.1	191233	No terminal repeats	193	11	0.9930	NA	9	54.6142	F_traG;F_traH;F_traF;MOBH	NA
CP133070.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP133071.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP133104.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP133105.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP133342.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP133343.1	ENA|CP133343|CP133343.1	292549	No terminal repeats	334	11	0.9939	NA	13	179.3361	F_traE;F_traB;F_traV;virb4;F_traW;F_traU;F_trbC;T_virB1	NF012171;NF033144
CP133344.1	ENA|CP133344|CP133344.1	54035	No terminal repeats	68	11	0.9933	NA	9	22.9003	T_virB9;T_virB8;T_virB6;virb4;T_virB2;T_virB1	NF000005;NF012147
CP133345.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP133408.1	ENA|CP133408|CP133408.1	60614	No terminal repeats	84	11	0.9884	NA	11	37.1832	G_tfc2;T_virB9;T_virB8;T_virB6;T_virB5;virb4;T_virB3;T_virB1;t4cp2	NA
CP133409.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP133412.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP133442.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP133443.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP133444.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP133449.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP133562.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP133563.1	ENA|CP133563|CP133563.1	22311	No terminal repeats	28	11	0.9930	NA	9	24.2688	T_virB9;T_virB8;T_virB6;virb4;T_virB2;MOBC	NA
CP133564.1	ENA|CP133564|CP133564.1	265719	No terminal repeats	334	11	0.9897	NA	20	60.7717	T_virB1;F_traG;F_traH;F_traF;F_traU;F_traW;virb4;F_traV;F_traB;F_traK;F_traE;F_traL;t4cp1;MOBH	NF012147
CP133565.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP133566.1	ENA|CP133566|CP133566.1	59363	No terminal repeats	75	11	0.9947	NA	16	46.2349	F_traV;F_traK;F_traE;F_traL	NA
CP133567.1	ENA|CP133567|CP133567.1	47645	No terminal repeats	54	11	0.9950	NA	9	44.5429	T_virB1;T_virB3;virb4;T_virB5;T_virB6;T_virB8;T_virB9	NF012174
CP133586.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP133703.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP133704.1	ENA|CP133704|CP133704.1	8392	No terminal repeats	9	11	0.9846	NA	2	4.1636	NA	NA
CP133848.1	ENA|CP133848|CP133848.1	302783	No terminal repeats	370	11	0.9908	NA	20	70.6604	MOBH;t4cp1;F_traL;F_traE;F_traK;F_traB;F_traV;virb4;F_traW;F_traU;F_traF;F_traH;F_traG;T_virB1	NF000402
CP133849.1	ENA|CP133849|CP133849.1	63586	No terminal repeats	88	11	0.9921	NA	16	40.5079	MOBP1;MOBP1;I_traI;I_traK;I_traL;I_traN;I_traO;I_traP;I_traQ;I_traR;traU;I_traW;I_traY;I_trbB;I_trbA	NF040806
CP133850.1	ENA|CP133850|CP133850.1	4448	No terminal repeats	5	11	0.9932	NA	1	2.2083	NA	NA
CP133851.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP133852.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP134057.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP134058.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP134059.1	ENA|CP134059|CP134059.1	139375	No terminal repeats	170	11	0.9922	NA	21	67.0877	virb4;F_traV;F_traB;F_traK;F_traE;F_traL;t4cp1;MOBH;T_virB1;F_traG;F_traH;F_traF;F_trbC;F_traU;F_traW	NF012178
CP134060.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP134061.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP134202.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP134393.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP134394.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP134395.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP134396.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP134397.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP134534.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP134535.1	ENA|CP134535|CP134535.1	25109	No terminal repeats	28	11	0.9937	NA	1	14.3583	NA	NF033693;NF000025
CP134540.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP134541.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP134542.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP134543.1	ENA|CP134543|CP134543.1	77479	No terminal repeats	118	11	0.9846	NA	15	29.5733	F_traG;F_traH;F_traF;F_trbC;F_traU;F_traW;virb4;F_traV;F_traB;F_traK;F_traE;F_traL;t4cp2	NF040806
CP134550.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP134551.1	ENA|CP134551|CP134551.1	77531	No terminal repeats	103	11	0.9879	NA	16	29.6252	t4cp2;F_traL;F_traE;F_traK;F_traB;F_traV;virb4;F_traW;F_traU;F_trbC;F_traN;F_traF;F_traH;F_traG	NF040806
CP134561.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP134562.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP134566.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP134567.1	ENA|CP134567|CP134567.1	47274	No terminal repeats	57	11	0.9849	NA	6	7.1330	T_virB6;T_virB9;T_virB10;virb4;T_virB5;MOBQ	NA
CP134568.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP134569.1	ENA|CP134569|CP134569.1	5936	No terminal repeats	9	11	0.9950	NA	2	7.5125	MOBQ	NA
CP134599.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP134600.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP134688.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP134689.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP134699.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP134705.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP135099.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP135100.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP135101.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP135102.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP135103.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP135104.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP135144.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP135145.1	ENA|CP135145|CP135145.1	104648	No terminal repeats	102	11	0.9935	NA	23	44.0021	MOBF;t4cp2;F_traG;F_traH;F_traF;F_traN;F_traU;F_traW;virb4;F_traV;F_traB;F_traK;F_traE;F_traL	NA
CP135146.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP135175.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP135186.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP135187.1	ENA|CP135187|CP135187.1	54404	No terminal repeats	67	11	0.9947	NA	9	45.7902	T_virB9;T_virB8;T_virB6;T_virB5;virb4;T_virB3;T_virB1	NF012147
CP135188.1	ENA|CP135188|CP135188.1	226716	No terminal repeats	244	11	0.9935	NA	5	79.7847	F_traE	NF000402;NF033134
CP135450.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP135451.1	ENA|CP135451|CP135451.1	255430	No terminal repeats	332	11	0.9903	NA	5	42.8987	T_virB1	NA
CP135452.1	ENA|CP135452|CP135452.1	85586	No terminal repeats	92	11	0.9941	NA	9	53.7580	T_virB1;T_virB3;virb4;T_virB5;T_virB6;T_virB8;T_virB9	NF033144
CP135453.1	ENA|CP135453|CP135453.1	4783	No terminal repeats	6	11	0.9935	NA	2	3.1408	MOBP1	NA
CP135465.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP135466.1	ENA|CP135466|CP135466.1	149637	No terminal repeats	168	11	0.9949	NA	24	110.2107	F_traL;F_traE;F_traK;F_traB;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;t4cp2;MOBF	NF000402
CP135467.1	ENA|CP135467|CP135467.1	73996	No terminal repeats	91	11	0.9930	NA	15	40.2019	I_trbB;I_trbA;MOBP1;I_traI;I_traK;I_traL;I_traN;I_traO;I_traP;I_traQ;I_traR;traU;I_traW;I_traY	NA
CP135468.1	ENA|CP135468|CP135468.1	69064	No terminal repeats	91	11	0.9917	NA	15	45.5140	I_trbB;I_trbA;MOBP1;I_traI;I_traK;I_traL;I_traN;I_traO;I_traP;I_traQ;I_traR;traU;I_traW;I_traY	NF040806
CP135469.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP135470.1	ENA|CP135470|CP135470.1	178145	No terminal repeats	221	11	0.9928	NA	24	65.5795	T_virB8;T_virB9;F_trbC;F_traU;F_traW;virb4;F_traV;F_traB;F_traK;F_traE;F_traL;t4cp1;MOBH;F_traF;F_traH;F_traG;T_virB1	NF033144;NF012174;NF040806;NF000005;NF012147
CP135471.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP135472.1	ENA|CP135472|CP135472.1	56135	No terminal repeats	65	11	0.9937	NA	1	20.2143	NA	NF000270;NF033144;NF012178
CP135473.1	ENA|CP135473|CP135473.1	35079	No terminal repeats	50	11	0.9935	NA	8	27.1831	T_virB9;T_virB8;T_virB6;virb4;T_virB2	NA
CP135474.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP135622.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP135623.1	ENA|CP135623|CP135623.1	292125	No terminal repeats	373	11	0.9906	NA	20	71.7099	MOBH;t4cp1;F_traL;F_traE;F_traK;F_traB;F_traV;virb4;F_traW;F_traU;F_traF;F_traH;F_traG;T_virB1	NF033144;NF012147;NF040806;NF012178;NF012171
CP135624.1	ENA|CP135624|CP135624.1	144273	No terminal repeats	166	11	0.9935	NA	18	48.5284	MOBF;t4cp2;F_traG;F_traG;t4cp1;MOBH;T_virB9;T_virB8;T_virB1;F_traG;F_traH;F_traF	NA
CP135625.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP135729.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP135731.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP135732.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP135734.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP135736.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP135737.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP135738.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP135739.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
