resolved_accession	length
CP002334.1	1624644
CP036397.1	1563420
CP002984.1	3253
LT838273.1	1682800
CP094165.1	1621962
CP036385.1	1563266
CP051502.1	1644092
CP024949.1	1663520
CP006822.1	1553826
CP094158.1	5316
CP094167.1	1562288
AP011944.1	2637
CP006820.1	1633212
CP001582.1	1588278
AP011941.1	1570564
CP094097.1	3457
CP051495.1	1629514
CP058287.1	1639336
CP130626.1	3764
CP032911.1	1706376
AP024599.1	1591853
CP002605.1	1617426
AP023346.1	9122
AP011945.1	1609006
CP000012.1	1589954
CP003905.1	1667883
CP006821.1	1637925
CP032903.1	1690720
CP034314.1	1645783
CP051539.1	1639295
CP094164.1	1627796
CP094147.1	1581642
AP013355.1	1667302
CP094127.1	14303
CP003473.1	1616909
CP032913.1	1596986
CP002572.1	1562832
CP024076.1	1674009
CP051435.1	1630559
CP022410.1	8736
CP122948.1	1608047
CP094154.1	6011
CP032474.1	1601381
CP003483.1	1614447
CP027404.1	1645738
CP058281.1	1687334
CP091770.1	1617365
CP094110.1	1618643
CP094115.1	1566753
CP094080.1	1642597
CP094129.1	1563078
CP024947.1	1648077
CP034312.1	2658
CP094171.1	1564612
CP094123.1	9544
CP058250.1	1575789
CP094069.1	3518
CP094061.1	1609748
CP188268.1	1601317
CP094151.1	1652426
CP036388.1	1563438
CP094162.1	9835
CP051534.1	1618010
CP134396.1	1595793
LT635476.1	1667858
CP085923.1	1635994
CP141771.1	1575503
CP001174.1	10031
CP002980.1	1624979
CP006827.1	1634875
CP094071.1	1590902
CP048599.1	1656646
CP002096.1	1566655
CP089283.1	1685094
CP005493.3	1658047
CP071985.1	1622324
CP134394.1	1595747
CP051509.1	1611185
CP129105.1	1654504
CP034147.1	1678260
CP094173.1	1649959
CP071984.1	1690568
CP032912.1	1619300
AP024963.1	1608283
CP094051.1	1577655
CP032472.1	1636444
CP094065.1	1644007
CP026324.1	1666735
CP094091.1	1558458
LR698956.1	1566655
CP051494.1	1691877
CP085924.1	8108
CP094133.1	1613080
CP122516.1	1600602
CP094106.1	1652404
CP094081.1	6853
CP122952.1	1651320
CP002333.1	2557
CP002981.1	12783
CP032898.1	1638022
CP071983.1	9259
CP036383.1	1563232
CP094053.1	7968
CP036393.1	1563280
CP024023.1	1674013
CP122954.1	1607314
CP012906.1	6835
CP094134.1	1613194
CP071978.1	1685803
CP005490.3	1593537
LT635478.1	1667936
CP032905.1	1643421
CP094177.1	1560534
CP032480.1	1709363
CP051510.1	1627715
CP036395.1	1563333
CP003475.1	1660685
CP034071.1	1563701
CP094078.1	1572519
CP053257.1	11054
AP012600.1	1616617
CP001583.1	7326
CP117023.1	6106
CP032475.1	1580965
CP094092.1	1588502
CP094054.1	1553667
CP011483.1	1614411
CP071979.1	7565
CP094178.1	1576166
AP012601.1	1591278
CP094055.1	3391
CP094111.1	1580056
CP051536.1	1651043
CP094125.1	2723
CP007606.1	1604212
CP140483.1	1589944
CP094060.1	3987
CP094132.1	1616176
CP051508.1	1635086
CP003485.1	2891
CP094148.1	1595545
CP058285.1	1619269
CP002072.1	7228
CP094072.1	3551
CP116234.1	1591405
CP006825.1	1595058
AP014523.1	1696917
CP002074.1	1629557
CP036380.1	1563239
CP006889.1	1660469
CP058251.1	1656897
CP036390.1	1563292
CP032477.1	1611628
CP024953.1	1676743
CP036389.1	1563405
CP094112.1	3477
CP002954.1	5289
CP032479.1	1583343
CP024073.1	1674009
CP025474.1	1637442
AP017634.1	6058
CP007605.1	1659060
CP094142.1	1559352
LR134519.1	1632224
CP051497.1	1628378
AP024962.1	1585790
CP094168.1	1559683
CP024948.1	1726836
CP141838.1	1559977
CP094119.1	1615760
CP094100.1	3507
CP094105.1	1573039
CP094082.1	1640211
CP003904.1	1667892
CP024946.1	1631093
AP017633.1	1603093
CP051533.1	1745797
CP036384.1	1566721
CP071982.1	1615199
LT837687.1	1667883
CP141773.1	1581974
CP094093.1	1574428
AP011943.1	1578824
CP032906.1	1540214
CP010435.1	1667638
CP094141.1	3491
CP071986.1	1661144
CP051507.1	1675432
CP094073.1	1574424
CP122951.1	1578380
CP051291.1	1640012
CP094059.1	1559659
CP012905.1	1624441
AP023344.1	1624837
CP007603.1	1650561
CP051504.1	1609650
CP140484.1	1568733
CP051290.1	1616437
CP122947.1	1620581
CP094126.1	1645557
CP002337.1	25916
CP032476.1	1588985
CP094057.1	3430
CP005492.3	1692794
CP048601.1	1643850
CP094138.1	1596715
CP009259.1	1619098
CP085948.1	10031
CP122950.1	1617424
CP086760.1	1637585
CP036381.1	1563276
CP032909.1	1582133
CP094114.1	3477
CP002073.1	1658051
CP094085.1	1598616
CP122953.1	1612101
CP024072.1	1674010
CP024021.1	1674015
CP094121.1	1588133
CP003478.1	1634
CP094118.1	6948
CP022409.1	1576133
CP036392.1	1563290
CP051541.1	1638284
FN665651.1	6032
CP134393.1	1595760
CP094139.1	1561930
CP006610.2	1594544
AP019730.1	1604952
CP058252.1	1639844
CP006826.1	1600345
CP024022.1	1674013
CP007604.1	1604233
AP024965.1	1668167
CP006824.1	1634852
LR134517.1	1644315
CP003484.1	18787
CP024950.1	1646042
CP001072.2	1608548
CP122956.1	1595480
CP094095.1	1577172
CP032900.1	1634797
CP024077.1	1674020
CP071975.1	1628076
CP006823.1	1599700
CP094113.1	1580144
CP032473.1	1649543
CP036394.1	1562072
CP036399.1	1563267
CP094140.1	1594448
CP011485.1	1510564
CP024078.1	1674019
CP026326.1	1666471
CP024079.1	1674018
CP130625.1	1622979
CP141774.1	1568376
CP094153.1	1576566
CP051496.1	1653624
CP018823.1	1618480
CP002982.1	1646139
LT635471.1	1670384
CP051493.1	1745296
CP094066.1	1664142
CP036398.1	1563260
CP094159.1	1576980
CP094135.1	1566721
CP005491.3	1594569
CP071976.1	5909
CP094090.1	1625567
CP094083.1	1560974
CP094156.1	1595694
CP036386.1	1563411
CP048600.1	1642466
CP026325.1	1670779
CP094130.1	1617070
CP094089.1	3846
CP036387.1	1563302
CP000242.1	9370
CP032910.1	1599658
LT635472.1	1670321
CP085947.1	1652995
CP024074.1	1673951
CP024075.1	1674026
CP094117.1	1568330
CP011484.1	1659899
CP090367.1	1635834
CP141772.1	3609
CP003906.1	1667890
CP051505.1	1675471
CP011486.1	1570310
CP053396.1	1663751
CP094152.1	9668
CP094169.1	3465
CP001173.1	1652982
CP122949.1	1632515
CP051499.1	1614092
CP053394.1	1663714
CP051434.1	1615144
LS483488.1	1680937
CP094076.1	1607515
CP071987.1	1660636
CP094079.1	1555854
CP011482.1	1617826
AP011942.1	9129
CP090368.1	8108
CP094109.1	1610658
CP094166.1	6989
CP051501.1	1567616
CP051540.1	1615900
AE001439.1	1643831
CP051500.1	1630535
CP028325.1	1680898
CP026515.1	1668735
CP051535.1	1667949
CP094101.1	1622213
CP094068.1	6011
CP051498.1	1654099
CP051537.1	1619464
CP003487.1	8304
AP011940.1	1575399
CP122955.1	1651345
CP002571.1	1548238
CP053393.1	11054
CP094077.1	8692
CP094124.1	1577941
CP071981.1	1668381
CP003474.1	1663456
CP032907.1	1659500
CP094070.1	1620835
CP094102.1	1609466
CP094170.1	1560176
CP002336.1	1653913
CP094058.1	1615068
CP094157.1	1615407
CP094172.1	1615483
CP117024.1	1621210
CP134395.1	1595723
CP001680.1	1568826
CP094087.1	1604124
CP002983.1	1607577
CP071936.1	1641201
CP032478.1	1540135
LT635477.1	1667712
CP051506.1	1592792
CP032902.1	1609437
CP188266.1	1645821
CP036396.1	1563409
CP053392.1	1662371
CP094122.1	1615882
CP024952.1	1643956
CP094116.1	1586299
CP036391.1	1563274
CP011487.1	1531450
FN598874.1	1673997
CP002335.1	16029
CP003476.1	1494183
CP094086.1	4943
CP032471.1	1637783
CP094094.1	1629886
CP002071.1	1560342
AP023345.1	1610599
CP188267.1	1587405
CP042211.1	1675441
CP051292.1	1704243
LT635460.1	1667894
CP006888.1	1660425
CP024951.1	1675360
CP035106.1	1514674
CP053397.1	11054
CP003472.1	1665719
AP026446.1	1696601
CP094096.1	1613588
CP002331.1	1675918
CP035105.1	1535248
CP051511.1	1616651
CP003477.1	12113
CP094149.1	1608056
CP009260.1	5845
CP018824.1	6058
FM991728.1	1576758
CP032908.1	1679162
CP094144.1	1569933
CP094128.1	1572908
CP094175.1	1604985
CP002075.1	8712
CP094136.1	1626226
CP094161.1	1559327
LT635459.1	1668174
CP094074.1	1597927
CP024071.1	1674018
CP130623.1	1571812
CP011330.1	1698366
CP134397.1	1595738
CP053395.1	11054
LT635473.1	1667978
CP094099.1	1563024
LT635474.1	1667625
CP002953.1	1664587
AP024964.1	1630060
CP032899.1	1628623
CP094131.1	1560058
CP002076.1	1635449
CP051503.1	1612861
CP094150.1	1617425
CP032901.1	1579431
CP094062.1	1637345
CP122946.1	1662494
CP094067.1	1572443
CP094063.1	1618823
CP032904.1	1610187
CP094075.1	4665
CP094088.1	1620255
CP034313.1	10013
CP094137.1	1576312
CP094145.1	1559488
AP013354.1	1667638
CP122515.1	1582823
AP023347.1	1551197
CP094176.1	3355
CP094098.1	1573286
AP006725.1	5248520
AP006726.1	224152
AP018671.1	5478620
AP018672.1	159072
AP018673.1	134879
AP018674.1	66250
AP018675.1	10060
AP018750.1	5587050
AP018751.1	102903
AP018752.1	31835
AP018753.1	5587048
AP018754.1	102917
AP018755.1	31833
AP019665.1	5318671
AP019666.1	166700
AP019667.1	88953
AP019668.1	81239
AP021880.1	5422388
AP021909.1	5277404
AP021910.1	139376
AP021911.1	80272
AP021912.1	4572
AP021913.1	4163
AP021929.1	5112458
AP021930.1	140912
AP021931.1	130287
AP021932.1	3981
AP022078.1	5361094
AP022079.1	224088
AP022080.1	176026
AP022081.1	55445
AP022082.1	41162
AP022083.1	4012
AP022084.1	3729
AP022139.1	5286024
AP022140.1	85044
AP022141.1	3852
AP022527.1	5257192
AP022528.1	142386
AP022529.1	44402
AP022530.1	4906
AP022531.1	4680
AP022532.1	2315
AP023148.1	5155320
AP023149.1	111317
AP023150.1	86902
AP023151.1	54548
AP023337.1	5260213
AP023338.1	288040
AP023339.1	173855
AP023340.1	160398
AP023341.1	71220
AP023342.1	4167
AP023453.1	5397394
AP023454.1	93470
AP023455.1	185769
AP023456.1	56841
AP023457.1	9294
AP023458.1	3991
AP024173.1	5242098
AP024174.1	252273
AP024175.1	130933
AP024176.1	110494
AP024177.1	69826
AP024178.1	5783
AP024179.1	4941
AP024180.1	3359
AP024568.1	5287432
AP024569.1	220075
AP024570.1	5287433
AP024571.1	220075
AP024572.1	5287432
AP024573.1	220075
AP024574.1	110870
AP024575.1	36504
AP024576.1	5291799
AP024577.1	220075
AP024578.1	36504
AP024579.1	5389848
AP024580.1	220075
AP024581.1	36504
AP024750.1	5290154
AP024751.1	123779
AP024752.1	13841
AP024753.1	5352049
AP024754.1	123514
AP024755.1	13841
AP024756.1	5307822
AP024757.1	123816
AP024758.1	41785
AP024759.1	23753
AP024760.1	5353460
AP024761.1	125298
AP024762.1	13841
AP024763.1	5351115
AP024764.1	122843
AP024765.1	12692
AP024766.1	5291452
AP024767.1	124880
AP024768.1	13841
AP024769.1	5285504
AP024770.1	123805
AP024771.1	13841
AP024772.1	5287018
AP024773.1	123760
AP024774.1	13841
AP024775.1	5289554
AP024776.1	122429
AP024777.1	23753
AP024778.1	5283814
AP024779.1	122441
AP024780.1	23753
AP024781.1	5353096
AP024782.1	123767
AP024783.1	13841
AP024784.1	5285684
AP024785.1	216322
AP024786.1	128491
AP024787.1	13841
AP024788.1	5285311
AP024789.1	216384
AP024790.1	123780
AP024791.1	13841
AP024792.1	5351725
AP024793.1	133170
AP024794.1	13841
AP024795.1	5353112
AP024796.1	133781
AP024797.1	13841
AP025246.1	5435124
AP025247.1	215041
AP026525.1	5241831
AP026526.1	166530
AP026527.1	49694
AP026528.1	5207
AP026912.1	5293903
AP026913.1	5289987
AP027263.1	5319234
AP027264.1	106575
AP027265.1	39088
AP029245.1	5239890
AP029246.1	224908
AP029256.1	5401985
AP029257.1	299362
AP029258.1	109173
AP029259.1	32519
AP029260.1	9843
AP029261.1	5521
AP029262.1	2437
CM121370.1	5438190
CM121373.1	5365865
CM125429.1	5422341
CM125430.1	5427913
CM126251.1	5455575
CM127099.1	5470085
CM127798.1	5228532
CM128563.1	5596312
CM129634.1	5305581
CM129826.1	5222405
CM129900.1	5421280
CM129901.1	5401761
CM129907.1	5657274
CM129908.1	5515277
CM129910.1	5532417
CM129915.1	5422664
CM129916.1	5568944
CM129923.1	5250198
CM129924.1	5446951
CM129933.1	5462487
CM129997.1	5315558
CM129998.1	5346852
CM129999.1	5480194
CM130000.1	5289943
CM130008.1	5226116
CM130016.1	5321004
CM130022.1	5321824
CM130067.1	5159524
CM130068.1	5199638
CM130718.1	5266398
CM130734.1	5401621
CM132252.1	5259577
CM132258.1	5341556
CM132259.1	5375450
CM132289.1	5374042
CM132337.1	5265567
CM132540.1	5331884
CM132541.1	5272372
CM132542.1	5294328
CM132543.1	5330699
CM132544.1	5393215
CP000647.1	5315120
CP000648.1	175879
CP000649.1	107576
CP000650.1	88582
CP000651.1	4259
CP000652.1	3478
CP002910.1	5259571
CP002911.1	202852
CP003200.1	5333942
CP003223.1	122799
CP003224.1	111195
CP003225.1	105974
CP003226.1	3751
CP003227.1	3353
CP003228.1	1308
CP003785.1	5386705
CP003994.1	3223
CP003995.1	5065
CP003996.1	2459
CP003997.1	45574
CP003998.1	81071
CP003999.1	5307003
CP004000.1	295493
CP006648.1	5166857
CP006659.2	5435746
CP006660.1	2014
CP006661.1	140825
CP006662.2	85161
CP006663.1	117755
CP006722.1	5341039
CP006738.1	5329385
CP006798.1	5348284
CP006799.1	283371
CP006800.1	103694
CP006801.1	70814
CP006802.1	6141
CP006918.1	5293301
CP006919.1	25284
CP006921.1	12399
CP006922.1	86232
CP007727.1	5395263
CP007728.1	15096
CP007729.1	243824
CP007730.1	113639
CP007731.1	5241638
CP007732.1	268334
CP007733.1	80411
CP007734.1	338850
CP007735.1	89770
CP007736.1	113440
CP008797.1	5396164
CP008798.1	85473
CP008799.1	58050
CP008800.1	194877
CP008827.1	5394056
CP008828.1	15096
CP008829.1	243824
CP008830.1	113639
CP008831.1	5309305
CP008832.1	13841
CP008833.1	113639
CP008929.1	5317001
CP008930.1	187571
CP008931.1	111693
CP008932.1	69947
CP008933.1	304526
CP009114.1	5297511
CP009115.1	118061
CP009116.1	94760
CP009208.1	5374834
CP009461.1	5118878
CP009771.1	5574202
CP009772.1	9294
CP009773.1	75618
CP009774.1	36109
CP009775.1	5515525
CP009776.1	115320
CP009777.1	212192
CP009778.1	15271
CP009863.1	5298647
CP009864.1	62589
CP009865.1	159360
CP009872.1	5306618
CP009873.1	13841
CP009874.1	50051
CP009875.1	113639
CP009876.1	5228295
CP009877.1	15100
CP009878.1	51622
CP009879.1	178563
CP010392.1	5313576
CP010393.1	207543
CP010394.1	13841
CP010395.1	43380
CP010396.1	71572
CP011575.1	43621
CP011576.1	49832
CP011577.1	130719
CP011578.1	5328319
CP011619.1	3741
CP011620.1	39554
CP011621.1	77808
CP011622.1	176497
CP011623.1	250396
CP011624.1	5262013
CP011643.1	2927
CP011644.1	40939
CP011645.1	77801
CP011646.1	96702
CP011647.1	5402147
CP011839.1	90103
CP011976.1	5393855
CP011977.1	218836
CP011978.1	77775
CP011979.1	20222
CP011980.1	5308211
CP011981.1	130552
CP011982.1	51662
CP011983.1	43380
CP011984.1	13838
CP011985.1	5322270
CP011986.1	113639
CP011987.1	74026
CP011988.1	13841
CP012426.1	5400658
CP012427.1	126466
CP012428.1	54744
CP012429.1	46883
CP012560.1	5312744
CP012561.1	5312206
CP012562.1	6141
CP012563.1	36889
CP012564.1	88800
CP012565.1	112059
CP012566.1	127690
CP012567.1	196706
CP012568.1	5313304
CP012569.1	83730
CP012570.1	111236
CP012571.1	126863
CP012572.1	163420
CP012743.1	5439720
CP012744.1	5355459
CP012745.1	5344576
CP012753.1	5416282
CP012754.1	273628
CP012755.1	6141
CP012883.1	5180925
CP012884.1	194742
CP012987.1	5307114
CP012988.3	190072
CP012989.1	134064
CP012990.1	46161
CP012991.1	3223
CP012992.1	5309013
CP012993.2	190072
CP012994.1	107110
CP012995.1	41072
CP013321.1	3741
CP013322.1	5319154
CP013323.1	257944
CP013324.1	166486
CP013325.1	49565
CP013326.1	77808
CP013711.1	5278493
CP013712.1	74973
CP013713.1	53400
CP014004.1	5387996
CP014005.1	101030
CP014006.1	46161
CP014008.1	5226330
CP014009.1	224263
CP014010.1	5461919
CP014011.1	228907
CP014121.1	200203
CP014122.1	25882
CP014123.1	5264538
CP014124.1	38302
CP014125.1	21714
CP014305.2	3223
CP014647.1	5393897
CP014648.1	40448
CP014649.1	133484
CP014650.1	113639
CP014755.1	5353110
CP014756.1	121030
CP014757.1	54064
CP014758.1	38384
CP014762.1	5351509
CP014763.1	284894
CP014764.1	36707
CP014765.1	106559
CP015025.1	5365209
CP015026.1	170926
CP015120.1	5264852
CP015130.1	5336571
CP015131.1	142858
CP015132.1	224457
CP015133.1	26450
CP015134.1	5229229
CP015135.1	158741
CP015382.1	5237856
CP015383.1	182846
CP015384.1	15100
CP015385.1	5348589
CP015386.1	199497
CP015387.1	139933
CP015388.1	89067
CP015389.1	53300
CP015390.1	39432
CP015391.1	11090
CP015392.1	5470889
CP015393.1	202696
CP015394.1	154343
CP015395.1	116419
CP015396.1	110092
CP015397.1	9456
CP015500.1	5490611
CP015501.1	281190
CP015502.1	140874
CP015503.1	84941
CP015504.1	56230
CP015505.1	34611
CP015753.1	5220857
CP015754.1	165275
CP015755.1	109349
CP015822.1	5452045
CP015823.1	205221
CP015824.1	103147
CP015825.1	43322
CP015990.1	5344467
CP015991.1	76251
CP016159.1	5220846
CP016160.1	165276
CP016161.1	109349
CP016810.1	307743
CP016811.1	5184828
CP016812.1	65887
CP016813.1	5412960
CP016814.1	5374626
CP016815.1	212770
CP016919.1	70830
CP016920.1	6139
CP016921.1	283369
CP016922.1	103694
CP016923.1	5341571
CP016924.1	111539
CP016925.1	63291
CP016926.1	5236925
CP016927.1	72093
CP017777.1	5391892
CP017778.1	225961
CP017779.1	173923
CP017934.1	5387681
CP017935.1	89621
CP017936.1	76186
CP017937.1	43621
CP017985.1	5373055
CP017986.1	244706
CP017987.1	117168
CP017988.1	73221
CP017989.1	61011
CP017994.1	5633290
CP018056.1	5316818
CP018140.1	5381436
CP018313.1	245975
CP018314.1	68601
CP018315.1	63587
CP018316.1	61012
CP018317.1	4249
CP018318.1	96082
CP018337.1	5159815
CP018338.1	202175
CP018339.1	204862
CP018340.1	81939
CP018341.1	81641
CP018342.1	63588
CP018343.1	57266
CP018353.1	13841
CP018354.1	45742
CP018355.1	207543
CP018356.1	5327855
CP018364.1	5423372
CP018365.1	260772
CP018366.1	94434
CP018423.1	45288
CP018424.1	208225
CP018425.1	15270
CP018426.1	52058
CP018427.1	5452922
CP018428.1	5454003
CP018429.1	45288
CP018430.1	208225
CP018431.1	18890
CP018432.1	52059
CP018433.1	15273
CP018434.1	208225
CP018435.1	45289
CP018436.1	52058
CP018437.1	5490693
CP018438.1	5294741
CP018439.1	1933
CP018440.1	4510
CP018441.1	180027
CP018442.1	34374
CP018443.1	50611
CP018444.1	5234
CP018445.1	9294
CP018446.1	3559
CP018447.1	5497872
CP018448.1	90685
CP018449.1	67101
CP018450.1	5497083
CP018451.1	90684
CP018452.1	67100
CP018453.1	4075
CP018454.1	5536506
CP018455.1	162552
CP018665.1	2781
CP018666.1	3223
CP018667.1	5566
CP018668.1	43621
CP018669.1	88688
CP018670.1	183432
CP018671.1	5424949
CP018686.1	5373056
CP018687.1	246757
CP018688.1	75838
CP018689.1	96070
CP018690.1	63589
CP018691.1	61007
CP018692.1	5295517
CP018693.1	180027
CP018694.1	50609
CP018695.1	5373057
CP018696.1	246755
CP018697.1	79806
CP018698.1	96072
CP018699.1	61010
CP018700.1	63588
CP018701.1	5374118
CP018702.1	246753
CP018703.1	66149
CP018704.1	96073
CP018705.1	61010
CP018706.1	63588
CP018707.1	5373056
CP018708.1	246756
CP018709.1	73019
CP018710.1	96073
CP018711.1	61009
CP018712.1	63583
CP018713.1	5373055
CP018714.1	246756
CP018715.1	80892
CP018716.1	96074
CP018717.1	63589
CP018718.1	61010
CP018719.1	5373056
CP018720.1	246757
CP018721.1	73597
CP018722.1	96073
CP018723.1	63588
CP018724.1	61012
CP018735.1	5478335
CP018736.1	63589
CP018737.1	72952
CP018738.1	5259
CP018739.1	3541
CP018740.1	4052
CP018816.1	5435743
CP018817.1	140825
CP018818.1	117755
CP018819.1	85161
CP018883.1	5309490
CP018884.1	121863
CP018885.1	5368065
CP018886.1	217456
CP018887.1	123208
CP019047.1	5348368
CP019048.1	230606
CP019049.1	228613
CP019050.1	111083
CP019160.1	5390233
CP019161.1	261986
CP019219.1	5195816
CP019220.1	73952
CP020061.1	5345997
CP020062.1	152697
CP020063.1	109019
CP020064.1	83376
CP020065.1	74540
CP020066.1	72663
CP020067.1	5357430
CP020068.1	276460
CP020069.1	213013
CP020070.1	37875
CP020071.1	5351479
CP020072.1	209424
CP020073.1	39762
CP020074.1	43380
CP020075.1	22062
CP020108.1	5407749
CP020109.1	169952
CP020110.1	73467
CP020111.1	43381
CP020112.1	13841
CP020498.1	5283646
CP020499.1	178294
CP020500.1	73467
CP020837.1	5594550
CP020838.1	232540
CP020839.1	57580
CP020840.1	11984
CP020841.1	5591645
CP020842.1	180210
CP020843.1	97202
CP020844.1	74177
CP020845.1	9510
CP020846.1	12540
CP020853.1	5383018
CP020854.1	292471
CP020855.1	221428
CP020856.1	76158
CP020901.1	5380605
CP020902.1	338512
CP020903.1	200365
CP020904.1	120533
CP020905.1	41111
CP021165.1	5203126
CP021166.1	177145
CP021539.1	5402261
CP021540.1	201874
CP021541.1	111531
CP021542.1	43379
CP021543.1	15271
CP021544.1	208223
CP021545.1	125536
CP021546.1	74660
CP021547.1	45740
CP021548.1	22633
CP021549.1	5382888
CP021685.1	5375740
CP021686.1	183376
CP021687.1	96814
CP021688.1	90199
CP021696.1	5165071
CP021697.1	191266
CP021698.1	87411
CP021699.1	354705
CP021700.1	8364
CP021708.1	5439290
CP021709.1	186758
CP021710.1	214114
CP021711.1	78638
CP021712.1	70457
CP021713.1	208224
CP021714.1	106541
CP021715.1	43378
CP021716.1	43500
CP021717.1	15271
CP021718.1	5418909
CP021740.1	5388754
CP021741.1	89621
CP021742.1	76179
CP021743.1	43620
CP021751.1	5380979
CP021752.1	209550
CP021753.1	116187
CP021754.1	74751
CP021755.1	45740
CP021756.1	22632
CP021757.1	5406723
CP021758.1	121057
CP021759.1	46161
CP021760.1	54404
CP021761.1	79767
CP021833.1	5514199
CP021834.1	212837
CP021835.1	210045
CP021836.1	43378
CP021837.1	15271
CP021856.1	146168
CP021857.1	106331
CP021858.1	47277
CP021859.1	5322544
CP021860.1	24749
CP021861.1	79489
CP021939.1	5374215
CP021940.1	112868
CP021941.1	54064
CP021942.1	76739
CP021943.1	38384
CP021944.1	5374770
CP021945.1	112868
CP021946.1	120345
CP021947.1	54064
CP021948.1	38384
CP021949.1	81698
CP021950.1	5328319
CP021951.1	181589
CP021952.1	176349
CP021953.1	69541
CP021954.1	42816
CP021955.1	5432669
CP021956.1	153527
CP021957.1	72122
CP021958.1	128920
CP021959.1	89382
CP021960.1	5606368
CP021961.1	97389
CP021962.1	132217
CP022023.1	5332976
CP022125.1	187721
CP022126.1	140133
CP022127.1	5377031
CP022128.1	111692
CP022573.1	5394314
CP022574.1	170415
CP022575.1	43380
CP022576.1	13841
CP022611.1	5356693
CP022612.1	334957
CP022613.1	102915
CP022691.2	5449904
CP022692.2	207351
CP022693.2	113222
CP022694.2	43380
CP022882.1	5456357
CP022916.1	5328896
CP022917.1	246577
CP022918.1	9068
CP022919.1	5328892
CP022920.1	246577
CP022921.1	9294
CP022922.1	5324096
CP022923.1	246577
CP022924.1	5330228
CP022925.1	25082
CP022926.1	258210
CP022997.1	5475860
CP023249.1	5256457
CP023250.1	65276
CP023251.1	63075
CP023252.1	4426
CP023253.1	1907
CP023416.1	5338202
CP023417.1	311641
CP023418.1	138885
CP023419.1	70869
CP023420.1	64940
CP023421.1	53096
CP023487.1	5498599
CP023488.1	223434
CP023489.1	124323
CP023722.1	5547427
CP023723.1	297984
